id,path,obj,dual_obj,load_time,calc_time,iter_nr,NLP_runs,FNLP_runs,MIQP_runs,MILP_runs
87,p_ball_20b_5p_3d_h.nl,30.68159471534508,0.0,1.9336257869144902,328.80606865196023,23,61,23,3,22
88,p_ball_30b_5p_2d_h.nl,21.102469168379454,0.0,2.4381909579969943,330.69570259493776,22,75,39,5,19
89,portfol_buyin.nl,0.02942379478242373,0.02829024469235643,0.08226946601644158,0.045005057007074356,2,3,0,2,1
90,portfol_card.nl,0.032217664503262265,0.03093828811845734,0.023663320927880704,0.04149447998497635,2,3,0,2,1
91,portfol_roundlot.nl,0.12755232083718918,0.11999972144133766,0.017956568975932896,0.3409621580503881,11,25,11,3,8
92,prob10.nl,3.4455037882283115,3.4455037882283115,0.00943223002832383,0.024197955965064466,2,3,0,2,1
93,ravempb.nl,269590.2148658474,269590.2148658474,0.14572813804261386,1.1425509169930592,6,9,1,5,2
94,sssd08-04.nl,182927.91594325236,181458.60962781656,0.038158117909915745,0.47149978997185826,4,12,0,3,2
95,sssd12-05.nl,291251.54884887073,291251.39303151274,0.06500128307379782,2.511204267037101,7,23,0,5,5
96,sssd15-04.nl,205160.9670841025,204936.1509122392,0.059449549997225404,1.0106838119681925,5,17,0,3,4
97,sssd15-06.nl,549893.9152777545,549893.7925844612,0.1207375570666045,3.232419334934093,6,19,0,6,4
98,sssd15-08.nl,565297.3538120498,565297.3538120498,0.2382294440176338,15.752206631936133,9,32,0,9,3
99,sssd16-07.nl,421307.4178166725,421307.4178166725,0.19646980497054756,7.501914712018333,7,28,0,3,6
100,sssd18-06.nl,401795.5366658918,401795.40409396664,0.16908213205169886,1.5894856669474393,6,16,0,4,3
101,sssd18-08.nl,859401.2038806942,859401.2038806942,0.36475285806227475,6.069748917943798,8,30,0,5,5
102,sssd20-04.nl,349519.76120641135,346759.0145708437,0.09208431001752615,1.230050222016871,6,19,0,4,4
103,sssd20-08.nl,472020.7894360286,472020.7894360286,0.47290336596779525,6.224897627020255,8,25,0,8,3
104,sssd22-08.nl,512773.6379080153,512773.3211675106,0.6131543710362166,9.969066967023537,8,34,0,3,7
105,sssd25-04.nl,301783.3687197678,299257.4435490778,0.1312463900540024,1.1882679240079597,5,18,0,3,4
106,sssd25-08.nl,475010.882172851,474555.2983816469,0.8643189689610153,11.768211786984466,9,35,0,5,7
107,st_e14.nl,4.579582373600571,4.579582373600571,0.026032048044726253,0.11310664494521916,6,11,0,3,4
108,stockcycle.nl,137187.74184751388,120905.18859453686,8.994229763979092,301.43942445598077,33,151,0,3,32
109,synthes1.nl,6.009758726704932,6.009758726704932,0.02818037709221244,0.03315785597078502,3,4,0,2,1
110,synthes2.nl,73.03531205058363,73.03531205058363,0.01424812397453934,0.11980928701814264,5,10,0,2,4
