id,path,obj,dual_obj,calc_time
0,batch.mod,285506.50824409,285439.2334564008,0.06827
1,batch0812.mod,2702301.4715899015,2678869.934685793,0.04828
2,batchdes.mod,167427.6571147706,167358.1632579224,0.012643999999999999
3,clay0203hfsg.mod,41573.262522401696,41459.57183353081,0.7100660000000001
4,clay0204hfsg.mod,6545,6545,0.916478
5,clay0205hfsg.mod,8092.499998921639,8011.80237137899,12.887191
6,clay0303hfsg.mod,26669.109572740843,26458.10032464017,0.6625510000000001
7,clay0304hfsg.mod,40262.3875307319,39879.81304499139,8.678494
8,clay0305hfsg.mod,8092.5,8012.688940202791,12.86982
9,cvxnonsep_normcon20.mod,-21.731620894918212,-21.76306471678597,0.013292
10,cvxnonsep_normcon30.mod,-34.23926411367677,-34.24642479015976,0.014382
11,cvxnonsep_normcon40.mod,-32.62966848824743,-32.63323863687672,0.015177
12,cvxnonsep_nsig20.mod,81.5817021116515,80.76929550587813,0.036597000000000005
13,cvxnonsep_nsig20r.mod,81.27573104790591,80.68998022595089,0.028103
14,cvxnonsep_nsig30.mod,130.73847192950646,129.4357201495071,0.037924
15,cvxnonsep_nsig30r.mod,156.78668563904648,155.3959024049933,0.04248
16,cvxnonsep_nsig40.mod,134.44675364149853,133.1074405799876,0.053203
17,cvxnonsep_nsig40r.mod,134.48133896286527,133.164401089979,0.046742
18,cvxnonsep_pcon20.mod,-21.512301213072213,-21.72727260854014,115.762629
19,cvxnonsep_pcon20r.mod,-21.430580425748875,-21.63845628268142,0.028019
20,enpro48pb.mod,187277.2594222011,185668.9682365131,0.24979099999999999
21,enpro56pb.mod,263428.3009726979,260839.8465143262,0.33037099999999997
22,ex1223.mod,4.579582402436707,4.53417292810631,0.011578999999999999
23,ex1223b.mod,4.579582402436707,4.53417292810631,0.011551
24,fac1.mod,160912612.350169,160910848.960797,0.014695
25,fac2.mod,331837498.17677003,331290765.1918598,0.017477
26,flay02h.mod,37.94733190344412,37.83971073281111,0.047164000000000005
27,flay02m.mod,37.947331924020546,37.8964922012244,0.032518
28,flay03h.mod,48.98979483809762,48.7053859289673,0.455823
29,flay03m.mod,48.98979485866356,48.52581959218385,0.24889499999999998
30,flay04h.mod,54.405882035051704,53.93274528404978,2.494452
31,flay04m.mod,54.405882023837464,53.87849781571474,2.324201
32,flay05h.mod,64.49805850948184,63.85617616590805,217.12092199999998
33,flay05m.mod,64.49803442768595,63.85351624082418,124.238079
34,flay06h.mod,66.93279593088144,59.06640522596405,300.18429899999995
35,flay06m.mod,66.93279783218776,60.04330635227709,300.280851
36,fo7.mod,20.729825348127854,20.52440407833447,81.22527
37,fo7_2.mod,17.749346058699693,17.57308684630969,27.344687
38,fo7_ar25_1.mod,23.093567597138676,22.86442284227683,8.984945
39,fo7_ar2_1.mod,24.839847082878478,24.60114606186892,12.123173
40,fo7_ar3_1.mod,22.517471405305503,22.29449023722075,26.115816
41,fo7_ar4_1.mod,20.72982544832753,20.52275705468453,48.808657
42,fo7_ar5_1.mod,17.749329413741453,17.58050434732172,12.481355
43,fo8.mod,23.91005347746684,20.68815454739367,300.036015
44,fo8_ar25_1.mod,28.045181865108844,27.76503846878996,287.989728
45,fo8_ar2_1.mod,30.345435375786057,30.33634577141584,258.181966
46,fo8_ar3_1.mod,23.910053938536343,23.67103876073118,134.67203
47,fo8_ar4_1.mod,22.381896603734862,22.15902934628976,69.202403
48,fo8_ar5_1.mod,22.381896601723913,22.15820985540561,292.756317
49,fo9.mod,26.80291427387099,21.15390269790158,300.07339099999996
50,fo9_ar25_1.mod,32.186431047090394,26.91496159331231,300.04616
51,fo9_ar2_1.mod,32.814102566102505,27.49148439549692,300.038257
52,fo9_ar3_1.mod,27.14880952380947,23.39538008368362,300.03036199999997
53,fo9_ar4_1.mod,30.378364349749084,22.25675369635629,300.04510899999997
54,fo9_ar5_1.mod,27.46167945750286,19.66356479391138,300.04481100000004
55,gear2.mod,9.939875595328162e-11,-6.944660027596861e-09,1.080842
56,gear3.mod,9.939875595328162e-11,-6.944660027596861e-09,1.061782
57,jit1.mod,173983.32998164545,173883.2833148557,0.024595000000000002
58,m3.mod,37.8,37.79999999999996,0.039367
59,m6.mod,82.25687691965433,81.58590398993466,0.20535399999999998
60,m7.mod,106.75687691365565,106.7568769136556,0.355825
61,m7_ar25_1.mod,143.58500056857434,142.2788011611792,0.33694199999999996
62,m7_ar2_1.mod,190.2350000476907,188.7008295686503,1.642085
63,m7_ar3_1.mod,143.58499982495283,142.1507254985151,2.110459
64,m7_ar4_1.mod,106.75687691365586,105.8590065581322,0.9058649999999999
65,m7_ar5_1.mod,106.46000575999975,105.4616130053582,2.357497
66,no7_ar25_1.mod,107.81530821497435,106.7607550862443,26.175431
67,no7_ar2_1.mod,107.8153082182933,106.7389150125725,13.574859
68,no7_ar3_1.mod,107.81530834588575,106.7472778409796,93.138939
69,no7_ar4_1.mod,98.51840262761344,97.54760608902593,80.696207
70,no7_ar5_1.mod,90.62267532292313,89.7187205366968,89.893862
71,nvs20.mod,230.92216520082602,230.8565450140305,0.12611499999999998
72,o7.mod,134.6782212259077,95.9815270314253,300.054574
73,o7_2.mod,116.9459313490928,96.46341223060764,300.06477
74,o7_ar25_1.mod,140.4119588055322,139.0143910148837,238.864587
75,o7_ar2_1.mod,140.41195876391984,139.012024250178,64.432226
76,o7_ar3_1.mod,137.93183891691254,116.7165323488555,300.04407599999996
77,o7_ar4_1.mod,135.11973631410604,108.6341812745603,300.04744800000003
78,o7_ar5_1.mod,118.76653588355101,98.92915863810079,300.04636800000003
79,o8_ar4_1.mod,259.8996786125252,171.8186162364867,300.067489
80,o9_ar4_1.mod,270.91368956742537,165.7636666781874,300.078268
81,p_ball_10b_5p_2d_h.mod,18.718578180713536,18.5344884199591,10.807729
82,p_ball_10b_5p_3d_h.mod,44.004216834856194,43.56423002688099,43.430688
83,p_ball_10b_5p_4d_h.mod,85.05558474411617,85.05558474411617,3.772208
84,p_ball_10b_7p_3d_h.mod,109.80321497888431,107.0327535635457,300.023327
85,p_ball_15b_5p_2d_h.mod,6.599867901939383,6.53409185977614,65.19251299999999
86,p_ball_20b_5p_2d_h.mod,2.437175373247801,2.413746883557575,84.592825
87,p_ball_20b_5p_3d_h.mod,19.73646908452387,19.13656957917896,300.02444
88,p_ball_30b_5p_2d_h.mod,0.2916294130489854,0.2887599615008103,203.226386
89,portfol_buyin.mod,0.02942379909635085,0.02942379909635085,0.067983
90,portfol_card.mod,0.03221775688933997,0.03221775688933997,0.14350300000000002
91,portfol_roundlot.mod,0.02831937557487735,0.02803612949326505,35.17958
92,prob10.mod,3.4455037943264295,3.44550379432647,0.017735
93,ravempb.mod,269590.21931538254,267406.0925349041,0.154747
94,sssd08-04.mod,182022.56980973756,180907.5365518331,0.22205799999999998
95,sssd12-05.mod,282097.19595700764,279770.7176255228,0.35166400000000003
96,sssd15-04.mod,205325.6927548305,203411.1996127701,0.28061400000000003
97,sssd15-06.mod,544201.0776493888,538914.4628263917,0.486627
98,sssd15-08.mod,567119.9938340462,561933.6710355653,0.514423
99,sssd16-07.mod,420017.6637400005,416149.8445333338,0.47983200000000004
100,sssd18-06.mod,400468.05253221036,396871.3410549448,0.290636
101,sssd18-08.mod,835906.3260222874,832021.2646190661,0.499673
102,sssd20-04.mod,348197.72235463385,345800.6056445187,0.142995
103,sssd20-08.mod,471864.8708821045,468315.4089422042,0.39322
104,sssd22-08.mod,510986.6851588524,506348.7335211474,0.366981
105,sssd25-04.mod,300851.5047951455,298117.9641001734,0.32753599999999994
106,sssd25-08.mod,475731.9939019264,471401.2731478016,0.44401799999999997
107,st_e14.mod,4.579582402436707,4.53417292810631,0.011966999999999998
108,stockcycle.mod,120308.78833333332,119915.8011346171,0.094388
109,synthes1.mod,6.009758909098336,6.007766318163435,0.011451000000000001
110,synthes2.mod,73.03613922167362,72.49318991229586,0.01239
111,synthes3.mod,68.06262769178738,67.7043017708817,0.011853999999999998
112,tls2.mod,5.3,5.300000000000001,0.043347000000000004
113,tls4.mod,8.3,8.3,6.354499000000001
114,tls5.mod,10.3,5.100000000000001,300.026436
115,tls6.mod,15.3,5.300000000000001,300.03294
