id,path,obj,dual_obj,calc_time,NLP_runs,MIP_runs,relaxed_MIP_runs
0,name,NAN,NAN,NAN,NAN,NAN,NAN
1,batch,285506.91057224385,285506.46608572738,0.110934329,3,0000,390
2,batch0812,2705842.8525372744,2687024.720533364,0.31709796199999996,8,0010,280
3,batchdes,167427.73779460439,167424.82743779561,0.047965545,2,0000,90
4,clay0203hfsg,41573.072310041483,41573.072310041483,0.274896144,3,0010,30
5,clay0204hfsg,6544.9998820007277,6544.9998820007277,1.003186833,4,0010,30
6,clay0205hfsg,8092.499859901237,8092.499859901237,3.778141318,3,0010,30
7,clay0303hfsg,26669.092175553928,26669.092175553928,0.979395187,5,0010,120
8,clay0304hfsg,40262.387440997947,40262.387440997947,4.831015237,10,0010,80
9,clay0305hfsg,8092.4998599011451,8092.4998599011451,6.820155356,8,0010,140
10,cvxnonsep_normcon20,-21.719247990639417,-21.750459154164165,0.021526086,0,0000,00
11,cvxnonsep_normcon30,-34.243965742743029,-34.243968726399672,0.028475537,1,0000,00
12,cvxnonsep_normcon40,-32.629669718429504,-32.629672354984017,0.033069458,1,0000,00
13,cvxnonsep_nsig20,80.999857231192038,80.340555408788731,0.085984744,4,0010,30
14,cvxnonsep_nsig20r,80.989026230704965,80.711851496786849,0.174943293,4,0010,30
15,cvxnonsep_nsig30,130.960522840875,130.30354926105841,0.063447467,2,0000,30
16,cvxnonsep_nsig30r,156.89468005713294,155.99462477591624,0.129920212,3,0000,30
17,cvxnonsep_nsig40,134.32617080834663,134.32617080834663,0.073859026,2,0010,50
18,cvxnonsep_nsig40r,134.42248012388035,133.49480175494057,0.123382733,2,0000,50
19,cvxnonsep_pcon20,-21.50052287035874,-21.710512997110659,0.040714526,1,0000,120
20,cvxnonsep_pcon20r,-21.433368728362172,-21.520699950873642,0.073014204,2,0000,140
21,enpro48pb,187277.25616536423,186376.46609932542,0.164159481,2,0010,120
22,enpro56pb,263428.2956682251,263427.91588394274,0.398923545,7,0010,150
23,ex1223,4.5795824024367082,4.5795824024367082,0.014877412,0,0000,20
24,ex1223b,4.579635269139426,4.5793982997816745,0.01396059,0,0000,20
25,fac1,160912612.350169,160905031.08390373,0.04148756000000001,1,0000,240
26,fac2,331837498.17677003,331837498.17676985,0.07942441900000001,1,0010,210
27,flay02h,37.947317409314628,37.947317409314628,0.06430427600000001,3,0010,60
28,flay02m,37.947304294012142,37.947304294012142,0.050234464,3,0010,60
29,flay03h,48.989662935929339,48.989662935929339,0.26374773,8,0020,130
30,flay03m,48.989777079530882,48.989777079530882,0.232063929,8,0090,130
31,flay04h,54.405861658716383,54.405861658716383,1.33721703,15,0010,50
32,flay04m,54.405858510937541,54.405858510937541,0.701405864,19,0020,120
33,flay05h,64.49782653292003,64.49782653292003,93.375559827,88,0010,70
34,flay05m,64.498061758129978,61.596102792281208,299.999909774,20,101050,160
35,flay06h,66.932801042600545,64.144241404872048,299.999436409,7,1020,140
36,flay06m,66.932801899240872,64.17923029254311,299.999872485,19,1060,140
37,fo7,20.729814312203661,20.729814312203661,19.505519859,4,0010,50
38,fo7_2,17.749258882483975,17.749258882483975,11.568654076000001,5,0010,70
39,fo7_ar25_1,23.09356719166291,22.863334839615423,22.850342783000002,7,0000,100
40,fo7_ar2_1,24.839844332131552,24.839844332131552,40.0338943,5,0010,20
41,fo7_ar3_1,22.517454775285916,22.517454775285916,24.493246135000003,4,0010,100
42,fo7_ar4_1,20.729821810873684,20.729821810873684,48.393667491,11,0010,40
43,fo7_ar5_1,17.749327769478516,17.749327769478516,19.119790433,4,0010,110
44,fo8,22.381893669451163,22.381893669451163,116.39667083699999,9,0010,60
45,fo8_ar25_1,28.045180832528047,28.045180832528047,220.73555299999998,19,0010,100
46,fo8_ar2_1,30.34060783078634,30.34060783078634,165.168253914,13,0010,20
47,fo8_ar3_1,23.910051578933796,23.910051578933796,88.063650117,17,0010,130
48,fo8_ar4_1,22.381892638634394,22.381892638634394,106.18728433300001,4,0010,120
49,fo8_ar5_1,22.38188946749219,22.38188946749219,93.5093715,10,0010,100
50,fo9,23.464282788232858,23.464282788232858,172.703346458,18,0010,50
51,fo9_ar25_1,32.186413558665642,26.267325689728789,300.035333476,12,1000,100
52,fo9_ar2_1,32.624991558231578,29.615253303918681,300.000080965,12,1000,20
53,fo9_ar3_1,24.8154758792945,24.8154758792945,160.358999351,17,0010,130
54,fo9_ar4_1,23.464282715140826,23.464282715140826,196.24256137400002,6,0010,120
55,fo9_ar5_1,25.749999641971577,20.544949871323617,300.00981908399996,11,1000,40
56,gear2,2.3576406580194936e-09,0,0.33641543199999996,42,00420,00
57,gear3,0.00013622222271739669,0,0.099226704,14,00460,00
58,jit1,173983.32998164679,173345.7983938875,0.038128624,1,0000,130
59,m3,37.799645813514132,37.799645813514132,0.025441502,0,0010,40
60,m6,82.25687687037609,82.256876870376075,0.194927536,1,0010,40
61,m7,106.75687690839531,106.75687690839531,0.989286457,4,0010,30
62,m7_ar25_1,143.58499683479664,143.58499683479664,0.388070956,2,0010,10
63,m7_ar2_1,190.23497722319399,190.23497722319397,1.190148023,1,0010,10
64,m7_ar3_1,143.58499690795955,143.58499690795955,2.0185968130000003,3,0010,10
65,m7_ar4_1,106.75687586181051,106.75687484736139,1.098063983,4,0010,20
66,m7_ar5_1,106.46000576000233,106.46000576000233,4.420549154,4,0010,20
67,no7_ar25_1,107.8151906043379,107.8151906043379,38.185501535,12,0010,10
68,no7_ar2_1,107.81528346842475,107.81528346842475,10.456661175,6,0010,10
69,no7_ar3_1,107.81494086243572,106.74800670495554,67.203454922,10,0000,10
70,no7_ar4_1,98.518372691737142,98.518372691737142,69.079391495,12,0010,30
71,no7_ar5_1,90.622648836935397,90.622648836935397,62.689357158,8,0010,80
72,nvs20,230.92216350458514,46,1.307702326,13,00130,00
73,o7,131.65301327259772,130.3374479903523,289.869893613,22,0000,50
74,o7_2,116.94590713844377,116.94590713844377,134.293909346,8,0010,70
75,o7_ar25_1,140.41190577149021,140.41190577149021,257.506076209,12,0010,80
76,o7_ar2_1,140.41195448060077,140.41195448060074,63.468023439,10,0010,10
77,o7_ar3_1,137.93183187749335,120.95012313781925,300.035899569,15,1000,20
78,o7_ar4_1,131.65312589337105,112.10522871122011,300.033190247,21,1000,20
79,o7_ar5_1,116.94584373736997,116.94584373736997,296.530534862,6,0010,30
80,o8_ar4_1,246.86843512698462,174.75886182322981,300.00090739399997,24,1000,10
81,o9_ar4_1,275.4121761522772,156.51734994294077,300.000261317,28,1000,40
82,p_ball_10b_5p_2d_h,18.718576319602438,0,33.841715952,32,00300,00
83,p_ball_10b_5p_3d_h,44.004213613890443,0,182.87172848,69,00660,00
84,p_ball_10b_5p_4d_h,73.072415509688767,0,306.76046521999996,81,210770,00
85,p_ball_10b_7p_3d_h,135.84789643218554,0,311.627797585,46,210420,00
86,p_ball_15b_5p_2d_h,6.5998393095566854,0,195.342054492,63,00620,00
87,p_ball_20b_5p_2d_h,16.539253782736601,0,300.63190594499997,42,210420,00
88,p_ball_20b_5p_3d_h,74.333414243075566,0,304.91592427999996,38,210380,00
89,p_ball_30b_5p_2d_h,1.7976931348623157e+308,0,304.223116977,30,10300,00
90,portfol_buyin,0.029423788743197763,0,0.24834576,13,00130,00
91,portfol_card,0.032217649855338121,0,0.27967957299999996,12,00120,00
92,portfol_roundlot,0.028282207269188921,0,11.530351004,104,001120,00
93,prob10,10.312118485241777,-412.40000000000003,0.07409424499999999,2,0020,00
94,ravempb,269590.2142466018,268995.55925922666,0.41763161099999996,4,0050,120
95,sssd08-04,182431.95640752866,180918.2379271721,0.165781112,3,0000,20
96,sssd12-05,281861.9569395642,281861.9569395642,0.188207805,2,0010,100
97,sssd15-04,205160.96706617996,205160.96706617996,0.1846546,4,0010,70
98,sssd15-06,544144.66059281945,538881.44741270388,0.552841727,7,0000,200
99,sssd15-08,563716.58160456864,563716.58160456864,0.56029425,5,0010,160
100,sssd16-07,420109.22809275595,416198.84914265422,0.5264771079999999,8,0000,220
101,sssd18-06,400563.99724158098,397336.66696400079,0.5633362949999999,7,0000,100
102,sssd18-08,836744.04551375203,828998.82479460584,1.0745009189999999,11,0000,200
103,sssd20-04,347859.91725300031,345251.8717522549,0.270554975,6,0000,200
104,sssd20-08,495914.36613638408,491032.50435680401,0.96472377,11,0000,320
105,sssd22-08,510379.42049447575,506673.01830515452,0.788911662,8,0000,80
106,sssd25-04,300436.50475513871,298111.56045880372,0.197750499,3,0000,50
107,sssd25-08,474794.22261281754,474794.22261281754,0.923976183,6,0010,70
108,st_e14,4.5795824024367082,4.5795824024367082,0.014844567,0,0000,20
109,stockcycle,119948.68833333334,119942.93271126749,0.247166999,3,0000,210
110,synthes1,6.0097514789467592,6.0097514789467592,0.040000961,2,0000,50
111,synthes2,73.035292274450399,73.035289713737924,0.043332636,2,0010,70
112,synthes3,68.009428025650521,67.553419492595992,0.035086334000000004,1,0000,70
113,tls2,5.2999999999999998,5.2999999999999998,0.062127718000000005,1,0010,100
114,tls4,8.3000000000000007,8.2999999999999989,13.862855191000001,13,0010,110
115,tls5,10.300000000000001,4.2999999999999998,300.02597721,22,1000,120
116,tls6,15.300000000000001,6.3000000000000007,300.036074772,23,1000,170
