id,path,obj,dual_obj,load_time,calc_time,solver_time,python_time,iter_nr,NLP_runs,FNLP_runs,MIQP_runs,MILP_runs
0,batch.nl,285506.50498104404,286459.2951516155,7.213093340396881e-07,0.07190400687977672,0.053341963328421116,0.0185620435513556,2,5,0,2,0
1,batch0812.nl,2998471.3570976234,2998471.3570976234,0.17278712801635265,0.14334243535995483,0.12136866617947817,0.021973769180476665,2,3,1,2,0
2,batchdes.nl,167427.65337972456,167427.65337972456,0.02473583398386836,0.029715979937464,0.01673046685755253,0.01298551307991147,2,3,0,2,0
3,clay0203hfsg.nl,41573.26250375058,41573.25925979836,0.10024331929162145,0.6425005230121315,0.4909969540312886,0.15150356898084283,3,9,7,3,0
4,clay0204hfsg.nl,6604.99996345,6544.982710190967,0.25821475964039564,6.48602718161419,6.360914560500532,0.12511262111365795,2,6,4,2,0
5,clay0205hfsg.nl,8600.9349061685,8600.9349061685,0.6241293353959918,38.380383760202676,37.370949558448046,1.0094342017546296,4,8,4,4,0
6,clay0303hfsg.nl,47287.561323850285,47287.55903894323,0.131615636870265,2.2568279649131,1.574419226963073,0.682408737950027,6,24,22,6,0
7,clay0304hfsg.nl,64167.74654635093,64167.74132262877,0.31653775507584214,6.429881114978343,4.994153860025108,1.4357272549532354,6,23,21,6,0
8,clay0305hfsg.nl,8218.940348425174,8218.940348425174,0.7239885572344065,80.07783375121653,79.92244570469484,0.15538804652169347,2,6,1,2,0
9,cvxnonsep_normcon20.nl,-21.7491473846331,-21.206724671589807,0.01978222606703639,0.01691134413704276,0.007660296279937029,0.009251047857105732,2,2,0,2,0
10,cvxnonsep_normcon30.nl,-34.2275120670215,-32.94921254089779,0.01735023595392704,0.01926147611811757,0.008607789408415556,0.010653686709702015,2,2,0,2,0
11,cvxnonsep_normcon40.nl,-32.6296697474825,-31.163218758702257,0.024612634908407927,0.023878605104982853,0.010746900457888842,0.013131704647094011,2,2,0,2,0
12,cvxnonsep_nsig20.nl,80.9492946574176,81.0242087541372,0.01371229998767376,0.016649141907691956,0.007349610794335604,0.009299531113356352,2,2,0,2,0
13,cvxnonsep_nsig20r.nl,92.54757175177032,97.27747523667496,0.016590955201536417,0.024253313895314932,0.011389863211661577,0.012863450683653355,2,2,0,2,0
14,cvxnonsep_nsig30.nl,130.65033700034454,135.61666973861585,0.01764042302966118,0.020764224231243134,0.010041006840765476,0.010723217390477657,2,2,0,2,0
15,cvxnonsep_nsig30r.nl,160.91797524260534,166.4432702819827,0.023457686882466078,0.08302145404741168,0.0484887957572937,0.03453265829011798,3,5,1,3,0
16,cvxnonsep_nsig40.nl,133.96132894832803,137.25391603076676,0.02497047185897827,0.024559760000556707,0.01152590336278081,0.013033856637775898,2,2,0,2,0
17,cvxnonsep_nsig40r.nl,134.61160703345774,135.62339756214482,0.03291395492851734,0.2569951699115336,0.08876800118014216,0.16822716873139143,4,10,1,4,0
18,cvxnonsep_pcon20.nl,-21.469437905707228,-20.021821435743995,0.014536789152771235,0.018562254030257463,0.009445795789361,0.009116458240896463,2,2,0,2,0
19,cvxnonsep_pcon20r.nl,-21.46943786371748,-21.4348205714153,0.02158440137282014,0.021211702842265368,0.008333491161465645,0.012878211680799723,2,2,0,2,0
20,enpro48pb.nl,201345.66285889235,204866.10480184783,0.2389053050428629,0.2283259490504861,0.11186355305835605,0.11646239599213004,2,3,0,2,0
21,enpro56pb.nl,385640.8710663457,423421.35707597993,0.18282243283465505,0.2976377522572875,0.17011296562850475,0.12752478662878275,3,3,1,3,0
22,ex1223.nl,5.579582371286729,5.564873814428035,0.019283033907413483,0.016455876175314188,0.0070412554778158665,0.009414620697498322,2,2,0,2,0
23,ex1223b.nl,4.57958237379399,5.972281819434446,0.010164837818592787,0.018395836930721998,0.007975234184414148,0.01042060274630785,2,3,0,2,0
24,fac1.nl,160912612.2935292,160912612.2935292,0.013417674228549004,1.2907907688058913,1.2807981530204415,0.009992615785449743,2,3,1,2,0
25,fac2.nl,331837497.8380618,331837497.8380618,0.036442053969949484,0.038869259878993034,0.02700626291334629,0.011862996965646744,2,2,0,2,0
26,flay02h.nl,37.94733186289341,37.94733188293823,0.026911312714219093,0.07735613780096173,0.03717459784820676,0.040181539952754974,3,5,0,3,0
27,flay02m.nl,37.947331824571066,37.947331824571044,0.012965789996087551,0.03693480510264635,0.018652732949703932,0.01828207215294242,3,4,0,3,0
28,flay03h.nl,48.98979484345625,48.98979487314283,0.10016901604831219,0.4152951999567449,0.26112486189231277,0.15417033806443214,3,9,0,3,0
29,flay03m.nl,48.98979473356556,48.98979474823483,0.01791621884331107,0.09617057489231229,0.0654336647130549,0.030736910179257393,3,8,0,3,0
30,flay04h.nl,54.41666667692447,54.41666669964576,0.33175111981108785,3.9252786999568343,3.506297050975263,0.4189816489815712,3,10,0,3,0
31,flay04m.nl,54.40588189678637,54.40588191425124,0.029791643377393484,0.8151633450761437,0.7566885272972286,0.05847481777891517,3,11,0,3,0
32,flay05h.nl,64.49806203280008,64.49806211483586,0.8699164669960737,56.082102628890425,55.39220209326595,0.6899005356244743,3,10,0,3,0
33,flay05m.nl,64.49806181206014,64.49806185899081,0.04957434069365263,1.7890415443107486,1.695067884400487,0.09397365991026163,3,11,0,3,0
34,flay06h.nl,66.93280218800965,66.93280226737888,2.059725340921432,82.08991608768702,80.88698155572638,1.2029345319606364,3,11,0,3,0
35,flay06m.nl,66.93280196168895,66.932801979326,0.08602087199687958,62.8598014311865,62.642813379410654,0.2169880517758429,3,11,0,3,0
36,fo7.nl,20.72982474145599,20.727309019989608,0.15958972088992596,65.8005694723688,65.48155162855983,0.3190178438089788,3,11,9,3,0
37,fo7_2.nl,17.749345432133822,17.748956185996644,0.16041355999186635,60.9196478840895,60.78230264689773,0.1373452371917665,2,6,4,2,0
