name,primalbound,dualbound,objsense,cvx_new.obj,cvx_new.dual_obj,cvx_new.load_time,cvx_new.calc_time,cvx_new.solver_time,cvx_new.python_time,cvx_new.iter_nr,cvx_new.NLP_runs,cvx_new.FNLP_runs,cvx_new.MIQP_runs,cvx_new.MILP_runs,cvx_old.obj,cvx_old.dual_obj,cvx_old.load_time,cvx_old.calc_time,cvx_old.iter_nr,cvx_old.NLP_runs,cvx_old.FNLP_runs,cvx_old.MIQP_runs,cvx_old.MILP_runs
fac1,160912612.4,160912612.4,min,160912612.2935292,160912612.2935292,0.02039599046111107,1.9064781377092004,1.8893499914556744,0.0171281462535262,2.0,4.0,1.0,2.0,1.0,160912612.2935292,160912612.2935292,0.023656750097870827,1.6295021641999483,2.0,3.0,1.0,2.0,1.0
fac2,331837498.2,331837498.2,min,331837497.8380618,329739765.28796196,0.04647967126220465,0.0566555894911289,0.0376653252169489,0.0189902642741799,2.0,2.0,0.0,2.0,1.0,331837497.8380618,329739765.28796196,0.051224859431385994,0.0611899178475141,2.0,2.0,0.0,2.0,1.0
flay02h,37.94733192,37.94733192,min,37.94733186289341,37.94733188293823,0.030154976062476635,0.0667466409504413,0.0437899446114897,0.0229566963389515,3.0,5.0,0.0,2.0,1.0,37.94733186289341,37.94733188293823,0.03444122429937124,0.0507841939106583,3.0,4.0,0.0,2.0,1.0
flay02m,37.94733192,37.94733192,min,37.94733180457008,37.94732588889903,0.01565573737025261,0.0377835361286997,0.0185285247862339,0.0192550113424658,3.0,4.0,0.0,2.0,1.0,37.94733180457008,37.94727338032068,0.013868693262338638,0.035919296555221,3.0,3.0,0.0,2.0,1.0
flay03h,48.98979486,48.98979322,min,48.9897948731286,48.826462438550756,0.07966988813132048,1.063434879295528,0.8081238297745585,0.2553110495209694,7.0,25.0,0.0,2.0,5.0,48.98979487314674,48.82645746553998,0.0747687267139554,0.9493679674342276,7.0,23.0,0.0,2.0,5.0
flay03m,48.98979486,48.98979359,min,48.98979473356545,48.82648224207939,0.025434082373976707,0.3810893017798662,0.2607198469340801,0.1203694548457861,7.0,25.0,0.0,2.0,5.0,48.989794748235,48.82648687261517,0.030245937407016754,0.3335639759898186,7.0,23.0,0.0,2.0,5.0
flay04h,54.40588204,54.40588,min,54.40588204053931,53.91703457327334,0.21206438448280096,8.878917501308024,7.730501228012145,1.1484162732958794,8.0,35.0,0.0,3.0,6.0,54.40588204025194,53.877996513219244,0.2067607007920742,8.98618590272963,7.0,25.0,0.0,3.0,5.0
flay04m,54.40588203,54.40587856,min,54.40588191722429,53.958472858625264,0.049397711642086506,2.0964989755302668,1.878149390220642,0.2183495853096246,8.0,34.0,0.0,2.0,6.0,54.40588191722444,53.9584871159625,0.045519943349063396,2.3090676590800285,8.0,31.0,0.0,2.0,6.0
flay05h,64.49806199,64.49805571,min,64.49806202781127,63.94049419405353,0.4659747825935483,300.1237560547888,296.85786416288465,3.2658918919041757,11.0,51.0,0.0,2.0,9.0,64.49806202581198,63.94052876926773,0.45623503625392914,300.0679416731,11.0,39.0,0.0,2.0,9.0
flay05m,64.49806199,64.49805581,min,64.49806185362016,63.9405333283485,0.06435243505984545,75.14381649717689,74.59174706600606,0.5520694311708212,11.0,51.0,0.0,2.0,9.0,64.49806185654751,63.94047917662651,0.06671558041125536,77.17156727798283,11.0,43.0,0.0,2.0,9.0
flay06h,66.93280212,64.89222341,min,66.93280218499756,64.7995615389337,0.9252446228638291,300.09140022750944,294.6307451222092,5.460655105300248,6.0,26.0,0.0,2.0,4.0,66.93280220626337,64.79960446589715,0.8991867564618587,300.0595573671162,6.0,21.0,0.0,2.0,4.0
flay06m,66.93280212,66.93240231,min,66.93280197239346,65.64437105093714,0.1099664494395256,300.14499383512884,299.5429927101359,0.6020011249929667,9.0,41.0,0.0,2.0,7.0,66.93280198843244,65.19062543635656,0.10577288921922445,300.1314773513004,8.0,29.0,0.0,2.0,6.0
fo7,20.72982507,20.729825,min,20.729824722692754,20.72953969686851,0.2088800109922886,149.4397082934156,148.93545862007886,0.5042496733367443,7.0,31.0,14.0,2.0,5.0,20.72982474657522,20.727813909862665,0.20148829650133848,123.2050052639097,6.0,25.0,16.0,4.0,3.0
fo7_2,17.74934573,17.74934536,min,17.749345432133822,17.749120110062886,0.2195275416597724,67.58966884668916,66.97885197680444,0.6108168698847294,7.0,27.0,16.0,2.0,6.0,17.749345444443804,17.748925281410784,0.207882322371006,137.4644729597494,7.0,24.0,15.0,2.0,6.0
fo7_ar25_1,23.0935676,23.0935676,min,23.09356731010353,23.093455579182788,0.2616607639938593,61.5922729652375,60.72808974981308,0.8641832154244184,5.0,21.0,6.0,5.0,3.0,23.09356731010353,22.88689420404268,0.24797269143164158,130.71565364673734,5.0,19.0,9.0,5.0,3.0
fo7_ar2_1,24.83984707,24.83984703,min,24.83984643585143,24.839845668862523,0.2531607626006007,62.55724107287824,61.78357913903892,0.7736619338393211,6.0,25.0,10.0,5.0,3.0,24.83984643585143,24.702849532692362,0.24984439555555582,106.1762162791565,5.0,21.0,14.0,5.0,2.0
