name,primalbound,dualbound,objsense,cvx_new.obj,cvx_new.dual_obj,cvx_new.load_time,cvx_new.calc_time,cvx_new.solver_time,cvx_new.python_time,cvx_new.iter_nr,cvx_new.NLP_runs,cvx_new.FNLP_runs,cvx_new.MIQP_runs,cvx_new.MILP_runs,cvx_old.obj,cvx_old.dual_obj,cvx_old.load_time,cvx_old.calc_time,cvx_old.iter_nr,cvx_old.NLP_runs,cvx_old.FNLP_runs,cvx_old.MIQP_runs,cvx_old.MILP_runs
fo7_ar3_1,22.51747101,22.51747099,min,22.51747053092173,22.493231183555192,0.2603504220023751,57.31822232995182,56.8777577271685,0.4404646027833223,5.0,21.0,4.0,2.0,4.0,22.51747052469096,22.34033167108739,0.25214914605021477,176.12362245470285,5.0,19.0,6.0,5.0,4.0
fo7_ar4_1,20.72982507,20.72982504,min,20.72982479378065,20.728880697838374,0.25707544665783644,76.19361199066043,75.9160751933232,0.277536797337234,5.0,21.0,12.0,2.0,4.0,20.729824690260493,20.729636959878835,0.24998105503618717,134.12341666035354,6.0,21.0,11.0,6.0,4.0
fo7_ar5_1,17.74932941,17.7493294,min,17.749329045518934,17.7491336965329,0.26070248521864414,55.71110575273633,55.31248093768954,0.3986248150467872,5.0,18.0,5.0,2.0,4.0,17.74932903205996,17.749249452930943,0.2594054201617837,91.21066646743566,4.0,14.0,3.0,3.0,3.0
fo8,22.38189652,22.38189649,min,22.38189634973574,22.381848247174048,0.3319483017548919,300.2398544363677,299.02426692284644,1.2155875135213137,7.0,31.0,17.0,6.0,4.0,22.38189635218056,22.38178833242096,0.3131205616518855,239.92048391420397,6.0,25.0,14.0,3.0,5.0
fo8_ar25_1,28.0451814,28.04518138,min,28.04518122790423,28.007410566921205,0.3940248601138592,291.2179148895666,290.6055524582044,0.6123624313622713,4.0,16.0,7.0,4.0,2.0,28.045181232438942,28.007170728989305,0.37341057416051626,284.5155837591737,5.0,20.0,14.0,4.0,2.0
fo8_ar2_1,30.34061042,30.34060987,min,30.345435081132745,30.14274140660447,0.38354508951306343,272.6008101562038,272.05758963897824,0.5432205172255635,4.0,16.0,0.0,3.0,3.0,30.34543507785457,30.078156421989807,0.378908459097147,261.8178906729445,4.0,15.0,9.0,4.0,2.0
fo8_ar3_1,23.91005347,23.91005345,min,23.910053362462875,23.909377882086027,0.372087019495666,216.20848118700087,215.667831575498,0.5406496115028858,4.0,16.0,8.0,4.0,2.0,23.910053367366736,23.91002488840828,0.37458049412816763,71.68854148127139,2.0,6.0,0.0,2.0,1.0
fo8_ar4_1,22.38189652,22.38189649,min,22.38189642325345,22.381869121222763,0.38272120896726847,111.457296310924,110.9709610072896,0.4863353036344051,3.0,11.0,1.0,3.0,2.0,22.38189642379817,22.381869036119586,0.37747363466769457,183.10094159003347,4.0,14.0,4.0,3.0,3.0
fo8_ar5_1,22.38189652,22.38189646,min,22.381896419046107,22.381774741630405,0.3762019220739603,143.72185370139778,143.27618428505957,0.4456694163382053,4.0,16.0,4.0,2.0,3.0,22.381896423603852,22.381864807418953,0.3788780150935054,175.41837171185762,4.0,15.0,3.0,4.0,2.0
fo9,23.46428571,23.46428544,min,23.464285521633823,23.464174630577308,0.4601471871137619,161.59464356582612,161.06953812297434,0.5251054428517818,4.0,16.0,7.0,3.0,3.0,23.46428551084789,23.464245791014413,0.4660494737327099,190.7309306245297,5.0,20.0,13.0,4.0,2.0
fo9_ar25_1,32.18643105,32.18642335,min,32.2499999429588,31.711880633129237,0.5561827635392547,300.0555898230523,299.2376867150888,0.8179031079635024,4.0,16.0,7.0,4.0,2.0,32.24999994886442,32.090082137662264,0.5252420706674457,300.05040119122714,4.0,14.0,5.0,3.0,3.0
fo9_ar2_1,32.625,32.62498658,min,32.62499994338561,32.624942433783175,0.5655279541388154,267.2121982257813,266.5568949999288,0.6553032258525491,4.0,16.0,6.0,3.0,3.0,33.75576917606651,32.68061118451885,0.5327503001317382,300.0488323122263,4.0,15.0,7.0,3.0,3.0
fo9_ar3_1,24.81547619,24.81547617,min,24.81547612173019,24.813731529688432,0.5585521087050438,72.17566826194525,71.90161137934774,0.274056882597506,2.0,6.0,1.0,2.0,1.0,24.815476128801947,24.80761296098349,0.5319670373573899,216.1366421673447,5.0,20.0,10.0,5.0,1.0
