name,primalbound,dualbound,objsense,noncvx_old.obj,noncvx_old.dual_obj,noncvx_old.load_time,noncvx_old.calc_time,noncvx_old.iter_nr,noncvx_old.NLP_runs,noncvx_old.FNLP_runs,noncvx_old.MIQP_runs,noncvx_old.MILP_runs,noncvx_new.obj,noncvx_new.dual_obj,noncvx_new.load_time,noncvx_new.calc_time,noncvx_new.solver_time,noncvx_new.python_time,noncvx_new.iter_nr,noncvx_new.NLP_runs,noncvx_new.FNLP_runs,noncvx_new.MIQP_runs,noncvx_new.MILP_runs
eg_disc_s,5.760539616,-0.2567667014,min,5.760539611019829,5.760539611019829,24.031866885721684,28.252582277171317,3.0,4.0,1.0,2.0,2.0,5.760539611019829,5.760539611019829,19.80765334982425,19.2360126208514,18.853050659410652,0.382961961440742,3.0,3.0,1.0,2.0,2.0
eg_int_s,6.453103159,0.0,min,7.887242853518402,7.887242853518402,25.333247896283865,292.437182883732,21.0,24.0,19.0,3.0,20.0,7.887242853518402,7.887242853518402,18.230930158868432,212.66039921250197,210.461732105352,2.1986671071499586,21.0,23.0,19.0,3.0,20.0
eniplac,-132117.083,-132117.0,min,inf,inf,,,,,,,,inf,inf,,,,,,,,,
ex1221,7.667180069,7.667180069,min,7.667180068813135,7.667180061604739,0.13563635759055614,0.0233087120577693,2.0,2.0,0.0,2.0,0.0,7.667180068813135,7.667180061604739,0.24811408575624228,0.0219459934160113,0.0095116952434182,0.0124342981725931,2.0,2.0,0.0,2.0,0.0
ex1222,1.076543083,1.076543083,min,1.076543046303249,1.076543046303249,0.011804232373833656,0.0208585988730192,2.0,2.0,0.0,2.0,1.0,1.076543046303249,1.076543046303249,0.010887294076383114,0.0228531565517187,0.0095926551148295,0.0132605014368891,2.0,3.0,0.0,2.0,1.0
ex1224,-0.9434705,-0.9434705,min,-0.9049614980951736,-0.9049614980951736,0.01523185707628727,0.0452745174989104,3.0,4.0,0.0,2.0,2.0,-0.9049614980951736,-0.9049614980951736,0.014923002570867538,0.0407154681161046,0.0202031023800373,0.0205123657360672,3.0,3.0,0.0,2.0,2.0
ex1225,31.0,31.0,min,31.0,31.0,0.014593037776648998,0.0235356353223323,2.0,3.0,0.0,2.0,1.0,31.0,31.0,0.015137683600187302,0.0250381622463464,0.0096838334575295,0.0153543287888169,2.0,3.0,0.0,2.0,1.0
ex1226,-17.0,-17.0,min,-17.000000002485578,-17.000000002485578,0.01462284754961729,0.0217086700722575,2.0,2.0,0.0,2.0,1.0,-17.000000002485578,-17.000000036229075,0.013444783166050911,0.0178383672609925,0.007864293642342,0.0099740736186504,2.0,2.0,0.0,2.0,0.0
ex1233,155010.6713,154969.4416,min,155522.4621405268,155522.4621405268,0.04740526061505079,0.49353345669806,3.0,10.0,0.0,3.0,2.0,155522.4621405268,154696.23662199397,0.04451083764433861,0.4471543943509459,0.3921021539717912,0.0550522403791546,3.0,9.0,0.0,3.0,2.0
ex1243,83402.50641,83402.50638,min,98519.01147805208,98519.0062284475,0.06716758478432894,0.4440164072439074,2.0,6.0,0.0,2.0,1.0,98519.01147805208,98519.01147805208,0.06268124934285879,0.4531663414090872,0.4194821948185563,0.0336841465905308,2.0,6.0,0.0,2.0,1.0
ex1244,82042.90522,82042.90522,min,82042.90520973454,81945.39297864812,0.10276070516556501,1.3580175396054983,4.0,9.0,1.0,3.0,3.0,82042.90520973454,82042.90468407195,0.10191655345261097,1.4155836747959256,1.152011384256184,0.2635722905397415,6.0,12.0,1.0,3.0,5.0
ex1252,128893.741,128893.741,min,134471.56050035323,134471.56050035323,0.048291245475411415,0.594952660612762,7.0,19.0,11.0,3.0,6.0,134471.56050035323,134469.61446722626,0.04385185521095991,0.5052291797474027,0.4279882712289691,0.0772409085184335,7.0,15.0,11.0,3.0,6.0
ex1252a,128893.741,128893.741,min,134471.5605003532,134471.5605003532,0.038441008888185024,0.3235122002661228,6.0,13.0,6.0,4.0,5.0,134471.5605003532,134471.5605003532,0.03243807889521122,0.2415418419986963,0.1751253986731171,0.0664164433255791,6.0,11.0,6.0,4.0,5.0
ex3pb,68.00974405,68.009743,min,68.00974395350963,68.00974395350963,0.07475661393254995,0.8718929411843419,9.0,26.0,0.0,3.0,8.0,68.00974395350963,68.00945021773434,0.026202495209872723,0.3800043351948261,0.2361539360135793,0.1438503991812467,9.0,28.0,0.0,3.0,8.0
feedtray,-13.40599772,-65.57031214,min,-13.406005537297986,-13.406005549279207,0.3766836253926158,0.3116869917139411,2.0,2.0,0.0,2.0,0.0,-13.406005537297986,-13.406005549279207,0.25339513923972845,0.2406095508486032,0.1404262585565447,0.1001832922920584,2.0,2.0,0.0,2.0,0.0
fin2bb,9.142584466e-12,0.0,min,1.418180867612039e-16,1.5259023990765456e-15,5.167612752877176,39.62317798193544,2.0,4.0,0.0,2.0,1.0,9.735257085812623e-17,1.5259023990765456e-15,4.415280663408339,23.42244021128863,14.898566447198393,8.52387376409024,3.0,4.0,0.0,3.0,0.0
fuzzy,-0.5376997537,,min,inf,inf,,,,,,,,inf,inf,,,,,,,,,
gams02,89466860.66,87127954.23,min,inf,inf,,,,,,,,inf,inf,,,,,,,,,
gams04,418052.4345,418128.0626,max,inf,inf,,,,,,,,inf,inf,,,,,,,,,
gasnet,6999381.562,6417617.349,min,inf,inf,,,,,,,,inf,inf,,,,,,,,,
gastrans,89.08584,89.08584,min,89.08583979013146,89.08583978999103,0.0965254195034504,0.213714687153697,2.0,2.0,0.0,2.0,0.0,89.08583979013146,89.08583978999103,0.09861327707767487,0.3052194509655237,0.2051747515797615,0.1000446993857622,2.0,2.0,0.0,2.0,0.0
gastrans040,0.0,0.0,min,inf,inf,,,,,,,,0.0,0.0,0.6618129182606936,1.3912679683417082,0.3652489678934216,1.0260190004482863,2.0,4.0,0.0,2.0,1.0
gastrans135,0.0,0.0,min,inf,inf,,,,,,,,0.0,0.0,9.136629574932158,75.91542536765337,63.97616951260716,11.939255855046213,2.0,4.0,1.0,2.0,1.0
gastrans582_cold13,0.0,0.0,min,inf,inf,,,,,,,,inf,inf,,,,,,,,,
gastrans582_cold13_95,0.0,0.0,min,inf,inf,,,,,,,,inf,inf,,,,,,,,,
gastrans582_cold17,0.0,0.0,min,inf,inf,,,,,,,,inf,inf,,,,,,,,,
gastrans582_cold17_95,0.0,0.0,min,inf,inf,,,,,,,,inf,inf,,,,,,,,,
gastrans582_cool12,0.0,0.0,min,inf,inf,,,,,,,,inf,inf,,,,,,,,,
gastrans582_cool12_95,0.0,0.0,min,inf,inf,,,,,,,,inf,inf,,,,,,,,,
gastrans582_cool14,0.0,0.0,min,inf,inf,,,,,,,,inf,inf,,,,,,,,,
gastrans582_cool14_95,0.0,0.0,min,inf,inf,,,,,,,,inf,inf,,,,,,,,,
gastrans582_freezing27,,inf,min,inf,inf,,,,,,,,inf,inf,,,,,,,,,
gastrans582_freezing27_95,,inf,min,inf,inf,,,,,,,,inf,inf,,,,,,,,,
gastrans582_freezing30,0.0,0.0,min,inf,inf,,,,,,,,inf,inf,,,,,,,,,
gastrans582_freezing30_95,0.0,0.0,min,inf,inf,,,,,,,,inf,inf,,,,,,,,,
gastrans582_mild10,0.0,0.0,min,inf,inf,,,,,,,,inf,inf,,,,,,,,,
gastrans582_mild10_95,0.0,0.0,min,inf,inf,,,,,,,,inf,inf,,,,,,,,,
gastrans582_mild11,0.0,0.0,min,inf,inf,,,,,,,,inf,inf,,,,,,,,,
gastrans582_mild11_95,0.0,0.0,min,inf,inf,,,,,,,,inf,inf,,,,,,,,,
gastrans582_warm15,0.0,0.0,min,inf,inf,,,,,,,,inf,inf,,,,,,,,,
gastrans582_warm15_95,0.0,0.0,min,inf,inf,,,,,,,,inf,inf,,,,,,,,,
gastrans582_warm31,0.0,0.0,min,inf,inf,,,,,,,,inf,inf,,,,,,,,,
gastrans582_warm31_95,0.0,0.0,min,inf,inf,,,,,,,,inf,inf,,,,,,,,,
gear4,1.643428474,1.643428474,min,120.67522722248653,120.67522722248653,0.7678677421063185,0.0239371992647647,2.0,2.0,0.0,2.0,1.0,165.1196716669457,195.99143941060083,0.24629039596766233,0.1586614856496453,0.0905276015400886,0.0681338841095566,5.0,15.0,0.0,5.0,4.0
ghg_1veh,7.781634885,7.781633845,min,7.781634777411599,7.781634778727874,0.07280950713902712,0.0462170159444212,2.0,2.0,0.0,2.0,0.0,7.781634777411599,7.781634778727874,0.08255365677177906,0.0487448889762163,0.0348768206313252,0.013868068344891,2.0,2.0,0.0,2.0,0.0
ghg_2veh,7.770904543,7.211013447,min,7.770904507805553,7.770904502956747,0.19630933925509453,0.1905773375183344,2.0,2.0,0.0,2.0,1.0,7.770904507805553,7.770904502956747,0.2020229771733284,0.2035100748762488,0.178370775654912,0.0251392992213368,2.0,3.0,0.0,2.0,1.0
