id,path,obj,dual_obj,calc_time
179,sfacloc1_3_80.mod,8.944684827088686,0,11.105146999999999
180,sfacloc1_3_90.mod,12.290387390056097,0,2.487313
181,sfacloc1_3_95.mod,12.509753634273556,0,1.749591
182,sfacloc1_4_80.mod,8.148035823965662,0,23.360765
183,sfacloc1_4_90.mod,14.07389294765453,0,4.328418
184,sfacloc1_4_95.mod,11.303355534126965,0,3.591649
185,sfacloc2_2_80.mod,20.34660090634091,1.09951661780186,3.894983
186,sfacloc2_2_90.mod,23.913306643266658,3.966331285835691,1.1328880000000001
187,sfacloc2_2_95.mod,29.741011914933313,2.683333864555251,0.6421720000000001
188,sfacloc2_3_80.mod,19.324549577866673,0,8.893177
189,sfacloc2_3_90.mod,15.63897018493332,0,2.926421
190,sfacloc2_3_95.mod,16.151120123666665,16.15112012366667,3.7859350000000003
191,sfacloc2_4_80.mod,11.152641923418834,0,11.582759999999999
192,sfacloc2_4_90.mod,13.41150334926666,0,7.454901
193,sfacloc2_4_95.mod,14.342877155599993,0,4.414860999999999
194,spring.mod,0.8462455076772664,0.846245507677257,0.083166
195,st_e15.mod,7.667180067881709,7.66718006788171,0.010038
196,st_e29.mod,-0.9434705001561944,-0.9458042615463044,0.026576
197,st_e32.mod,-18.4,-11.21985464103554,0.218095
198,st_e35.mod,64868.07683204457,64868.07683171425,4.566699
199,st_e36.mod,-129.00000000000003,-402.5000003200002,0.050524
200,st_e38.mod,7197.727147973636,7001.834933627464,0.025632
201,st_e40.mod,30.4142135,30.27638461410896,0.189029
202,super3t.mod,-0.6426944886159337,-1,300.056976
203,supplychainp1_020306.mod,437551.67640616465,437551.6763092168,0.23983100000000002
204,supplychainp1_022020.mod,1795266.257700767,1471103.659694507,142.02073299999998
205,supplychainp1_030510.mod,860440.919492279,852722.5604437548,4.205198
206,supplychainp1_053050.mod,FAILED,failure,108.841162
207,supplychainr1_020306.mod,437551.18282684125,437551.1828268323,0.203883
208,supplychainr1_022020.mod,1776970.2017737075,1759548.488814573,5.671851
209,supplychainr1_030510.mod,860440.1573426132,855522.458043131,0.08930500000000001
210,supplychainr1_053050.mod,FAILED,failure,22.799643
211,synheat.mod,193714.7315306288,108840.6906112061,0.611994
