id,path,obj,dual_obj,calc_time
241,wastepaper3.mod,0.05006247535040827,0,0.624522
242,wastepaper4.mod,0.01126322814605841,3.608224830031759e-16,0.704103
243,wastepaper5.mod,0.02875280511608413,0,1.430769
244,wastepaper6.mod,0.007588414915074684,0,3.79181
245,water4.mod,907.0169959476212,890.5097876964122,300.016564
246,waternd1.mod,606763.167530169,553148.0811694869,0.282737
247,waternd2.mod,1278165.000465443,1045934.570952093,1.5040529999999999
248,waterno2_01.mod,19.45668046373989,19.35082606565829,0.034617
249,waterno2_02.mod,39.57142192859759,39.56447562079921,0.347369
250,waterno2_03.mod,115.67948058660707,59.49607884471467,5.596555
251,waterno2_04.mod,145.43979184975151,68.15467131626689,15.151104
252,waterno2_06.mod,285.0544878788349,92.30552927805275,165.0888
253,waterno2_09.mod,952.6564983341428,180.7194783175858,300.068934
254,waterno2_12.mod,2320.861324847959,392.9942750827661,300.05943399999995
255,waterno2_18.mod,5489.1719158031665,659.0584455796495,300.048103
256,waterno2_24.mod,7669.326942013648,808.5758942988612,300.046598
257,watertreatnd_conc.mod,348336.7613690995,348336.7613690995,0.19097899999999998
258,watertreatnd_flow.mod,348337.0416795782,344882.304709709,6.7434
259,waterx.mod,0,146.3933377131665,0.228538
260,waterz.mod,910.8821624513645,539.288289653597,300.139039
261,windfac.mod,0.2544872983357822,0.2544872983357822,0.030796999999999998
