name,primalbound,dualbound,objsense,cvx_bonmin.obj,cvx_bonmin.dual_obj,cvx_bonmin.load_time,cvx_bonmin.calc_time,cvx_bonmin.solver_time,cvx_bonmin.python_time,cvx_bonmin.iter_nr,cvx_bonmin.NLP_runs,cvx_bonmin.FNLP_runs,cvx_bonmin.MIQP_runs,cvx_bonmin.MILP_runs,cvx_sbmiqp.obj,cvx_sbmiqp.dual_obj,cvx_sbmiqp.load_time,cvx_sbmiqp.calc_time,cvx_sbmiqp.solver_time,cvx_sbmiqp.python_time,cvx_sbmiqp.iter_nr,cvx_sbmiqp.NLP_runs,cvx_sbmiqp.FNLP_runs,cvx_sbmiqp.MIQP_runs,cvx_sbmiqp.MILP_runs,cvx_sbmiqp_ee.obj,cvx_sbmiqp_ee.dual_obj,cvx_sbmiqp_ee.load_time,cvx_sbmiqp_ee.calc_time,cvx_sbmiqp_ee.solver_time,cvx_sbmiqp_ee.python_time,cvx_sbmiqp_ee.iter_nr,cvx_sbmiqp_ee.NLP_runs,cvx_sbmiqp_ee.FNLP_runs,cvx_sbmiqp_ee.MIQP_runs,cvx_sbmiqp_ee.MILP_runs,cvx_shot.obj,cvx_shot.dual_obj,cvx_shot.calc_time,cvx_shot.NLP_runs,cvx_shot.MIP_runs,cvx_shot.relaxed_MIP_runs,cvx_gurobi.obj,cvx_gurobi.dual_obj,cvx_gurobi.calc_time,cvx_scip.obj,cvx_scip.dual_obj,cvx_scip.calc_time
no7_ar25_1,107.8153083,107.8153052,min,inf,inf,,,,,,,,,,107.86262385901688,107.80548363752793,0.2617562683299184,109.4084955258295,109.21464845817536,0.1938470676541328,3.0,10.0,3.0,2.0,2.0,107.86262385901688,107.86262385809167,0.2593828374519944,60.35665853507817,60.21648437995464,0.1401741551235318,2.0,6.0,0.0,2.0,0.0,107.8152838342689,107.8152838342689,47.660399141,9,10,10,107.81530821497435,106.7607550862443,28.509649,107.81530543557817,107.3910182161723,77.733411
no7_ar2_1,107.8153083,107.8153071,min,inf,inf,,,,,,,,,,107.8626238475258,107.80550044862036,0.255445409566164,67.8000699263066,67.64053086284548,0.1595390634611249,2.0,6.0,0.0,2.0,1.0,107.8626238475258,107.86262384752582,0.26014714408665895,60.39294610545039,60.22883677855134,0.1641093268990516,2.0,6.0,0.0,2.0,0.0,107.8152712169105,107.8152712169105,21.760422823,5,10,10,107.8153082182933,106.7389150125725,14.67038,107.8153054210021,107.8153054210021,204.826448
no7_ar3_1,107.8153083,107.8153081,min,inf,inf,,,,,,,,,,107.8663224942223,107.42917898255038,0.26704004872590303,161.10276392754167,160.84594377875328,0.2568201487883925,3.0,11.0,7.0,2.0,2.0,107.8663224942223,107.8663224942223,0.2602351913228631,60.96433367021382,60.7054316746071,0.2589019956067204,2.0,6.0,3.0,2.0,0.0,107.81456161867357,107.81456161867357,90.40712687,12,10,10,107.81530834588575,106.7472778409796,103.849224,107.81530542115337,87.7385511709959,300.109872
no7_ar4_1,98.51840218,98.518402,min,inf,inf,,,,,,,,,,98.51840119192414,98.51839467865926,0.268633795902133,300.3599570458755,299.20435893535614,1.1555981105193496,7.0,31.0,21.0,7.0,2.0,98.8834625025427,98.8834625025427,0.2602096302434802,219.596921633929,218.8226686846465,0.774252949282527,6.0,26.0,19.0,6.0,0.0,98.51839564271731,98.51839564271731,86.834997075,14,10,40,98.51840262761344,97.54760608902593,90.159999,98.51840121842518,98.51840121842517,166.81758
no7_ar5_1,90.62267488,90.62267469,min,inf,inf,,,,,,,,,,90.79626334925996,90.3778253408128,0.269003645516932,300.1107718264684,299.39229734428227,0.7184744821861386,7.0,31.0,21.0,3.0,6.0,99.83304626402592,99.83304626311848,0.26183955650776625,61.447145752608776,61.25306088197976,0.1940848706290125,2.0,6.0,3.0,2.0,0.0,90.62264335199608,90.62264335199608,120.446470103,7,10,70,90.62267532292313,89.7187205366968,99.099982,90.62267376433063,90.28294850914227,118.121886
o7,131.6531381,131.6531378,min,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,131.65311446959532,107.1507606452371,299.996751177,21,1000,50,135.1197364199853,94.23817161521075,300.0608,131.6603262840464,90.89778769511321,300.578177
o7_2,116.9459316,116.9459315,min,161.37547806540775,-inf,0,303.216428517364,,0.0,0.0,0.0,0.0,0.0,0.0,116.94593023755796,114.8920684974713,0.22107769176363945,300.1064973445609,299.46696897782385,0.6395283667370677,6.0,26.0,21.0,5.0,2.0,116.94593023755796,116.94593023755796,0.2152441069483757,184.9324640510604,184.4137974083424,0.5186666427180171,5.0,21.0,16.0,5.0,0.0,116.94593010413011,116.94593010413011,238.878109102,15,10,70,116.94593141000325,95.13890636875206,300.069768,116.94593048420897,83.47562049073086,300.453205
o7_ar25_1,140.4119583,140.4119581,min,inf,inf,,,,,,,,,,140.4119572943799,139.89687597602756,0.2630512835457921,237.8791528334841,237.5111808869988,0.3679719464853406,4.0,15.0,11.0,3.0,2.0,140.4119572943799,140.4119572943799,0.25659545604139566,121.66154971625656,121.29740907996892,0.3641406362876296,3.0,11.0,8.0,3.0,0.0,140.41190608108397,140.41190608108397,185.055576287,10,10,10,140.4119588055322,139.0143910148837,269.525082,140.4119572356029,129.6350931259141,300.130728
o7_ar2_1,140.4119583,140.4119583,min,inf,inf,,,,,,,,,,140.41195731265466,140.41181242374753,0.2645432408899069,158.8707420481369,158.6206503259018,0.2500917222350836,3.0,11.0,5.0,2.0,2.0,140.41195731265466,140.41195731188492,0.2470375020056963,60.510674852877855,60.31986202392727,0.1908128289505839,2.0,6.0,1.0,2.0,0.0,140.4119582741512,140.4119582741512,63.462325867,3,10,10,140.41195876391984,139.012024250178,72.233237,140.4119572617613,139.7528775673852,100.501627
o7_ar3_1,137.931839,137.931833,min,inf,inf,,,,,,,,,,137.93183763472666,137.2512803637855,0.25571817718446255,300.0757622262463,299.24716823454946,0.8285939916968346,5.0,21.0,13.0,5.0,2.0,143.78784486506265,143.7878449096025,0.2583403158932924,173.67001513019204,173.1883087074384,0.481706422753632,4.0,16.0,9.0,4.0,0.0,137.93182663959726,123.0502513379732,300.05834705800004,14,1000,10,137.93183893111905,114.8841705363551,300.043669,138.197747527317,101.4032094810475,300.580348
o7_ar4_1,131.6531381,131.653135,min,inf,inf,,,,,,,,,,144.79151732257898,136.30417515576445,0.26538348849862814,300.04150563851,299.67199826892465,0.3695073695853352,6.0,26.0,22.0,2.0,4.0,137.32491744515102,137.32491744515102,0.25551324151456356,168.87476530764252,168.32254639733583,0.5522189103066921,4.0,16.0,11.0,4.0,0.0,131.6531364785061,107.8265133876124,300.02638843,21,1000,40,135.11973631410604,107.0743356544105,300.051629,134.67821971244572,94.20584557195431,300.534033
o7_ar5_1,116.9458471,116.945847,min,inf,inf,,,,,,,,,,124.03103426748036,114.15265426211522,0.2559099830687046,300.0520910033956,299.61724080052227,0.4348502028733492,5.0,21.0,17.0,3.0,2.0,125.03853954010364,125.03853954010364,0.25881868321448565,180.6414033677429,180.27370193973184,0.3677014280110597,4.0,16.0,13.0,4.0,0.0,116.945835067785,116.945835067785,296.829258961,9,10,110,118.76653591416903,97.4443767443828,300.047066,116.94584570438113,90.02461555167999,300.294911
o8_ar4_1,243.0707486,243.0706612,min,inf,inf,,,,,,,,,,259.4019556873321,259.4017611381135,0.38498074654489756,300.0517386859283,299.2203946299851,0.831344055943191,5.0,21.0,17.0,5.0,1.0,259.4019556873321,259.40195569479795,0.4044369040057063,253.0492158839479,252.38134682923555,0.6678690547123551,5.0,21.0,17.0,5.0,0.0,254.9775672151096,177.8887904229766,300.029029069,14,1000,10,259.89967864047594,168.7773646671047,300.071033,244.27218107047582,159.1238513217475,300.532735
o9_ar4_1,236.1384562,236.1238687,min,inf,inf,,,,,,,,,,279.1548505745937,265.75572261029646,0.5584415560588241,300.0617128573358,299.30054048262537,0.7611723747104406,5.0,21.0,15.0,3.0,3.0,inf,inf,,,,,,,,,,287.6276129001968,161.25418094020375,299.99562463800004,23,1000,10,270.91368956742537,163.3550645007332,300.073152,326.7782467126939,140.4241783718705,300.492537
p_ball_10b_5p_2d_h,18.71857799,18.71857797,min,18.71857798796891,-inf,0,86.01493818778545,,0.0,0.0,0.0,0.0,0.0,0.0,18.71857768769345,18.71856985627022,0.37045565340667963,47.54300305712968,33.34204634837806,14.20095670875162,20.0,88.0,26.0,6.0,17.0,22.004234230543087,566627036.2935754,0.36038307566195726,4.62701987568289,4.050817584618926,0.5762022910639644,4.0,16.0,9.0,4.0,0.0,18.71857632020584,0.0,47.391934443,34,320,0,18.718578180713536,18.5344884199591,12.326553,18.71857794877038,18.71857794877039,15.707341
p_ball_10b_5p_3d_h,44.00421681,44.00421676,min,inf,inf,,,,,,,,,,44.004216500578885,44.00397224699199,0.5363260973244905,114.79854533821344,77.67170997709036,37.126835361123085,28.0,128.0,33.0,8.0,26.0,53.93425204371025,2182.1021156253273,0.515714880079031,4.760699048638344,2.9861669689416885,1.7745320796966553,3.0,11.0,7.0,3.0,0.0,44.00421361389165,0.0,223.243098399,65,630,0,44.004216834856194,43.56423002688099,50.380599,44.0042167291768,44.0042167291768,46.940073
p_ball_10b_5p_4d_h,71.37194798,71.37194791,min,71.37194798261986,-inf,0,183.45254234969616,,0.0,0.0,0.0,0.0,0.0,0.0,71.37194773608397,68.47167271978657,0.7166033769026399,305.2101913485676,197.3094417117536,107.900749636814,42.0,193.0,59.0,4.0,41.0,81.32421410276478,796.136373495427,0.6729262452572584,5.452923175878823,3.18389686755836,2.2690263083204627,2.0,6.0,3.0,2.0,0.0,74.21286785554108,0.0,310.096753073,83,210760,0,85.05558474411617,85.05558474411617,5.036321,71.37194791585186,71.01701288368278,103.65445
p_ball_10b_7p_3d_h,109.8032151,109.8032073,min,116.87432052620422,-inf,0,301.64613595511764,,0.0,0.0,0.0,0.0,0.0,0.0,113.72510981750344,90.90387881355103,0.9587895097211003,301.08262312598526,274.9298062575981,26.152816868387163,22.0,105.0,58.0,10.0,15.0,131.38255151650233,1500664583.9785802,0.9297938533127308,64.44120111968368,52.281695229932666,12.159505889751015,8.0,36.0,26.0,8.0,0.0,1.7976931348623157e+308,0.0,330.185800674,51,10410,0,109.80321500400889,106.1921448813028,300.022734,109.8606306102086,58.97553901346951,300.358658
p_ball_15b_5p_2d_h,6.599867696,6.599867674,min,6.599867694952341,-inf,0,264.95946026965976,,0.0,0.0,0.0,0.0,0.0,0.0,6.599865801730674,6.599467098000751,0.7046642154455185,120.643711168319,59.84150220640004,60.80220896191895,34.0,123.0,33.0,3.0,33.0,15.783904583489305,480075203.95243466,0.6850588610395789,4.625305217690766,3.68562943674624,0.9396757809445262,2.0,6.0,2.0,2.0,0.0,6.599835725601222,0.0,269.579289171,72,700,0,6.599867901939383,6.53409185977614,76.98782399999999,6.599866863505827,6.599866863505826,62.066741
p_ball_20b_5p_2d_h,2.437175093,2.43717508,min,2.4371750933197576,-inf,0,301.8590482873842,,0.0,0.0,0.0,0.0,0.0,0.0,8.079191446896546,8.079191518625109,1.0671200724318624,319.08247753605247,126.91741041932256,192.16506711672992,45.0,168.0,67.0,8.0,43.0,46.27657553896347,56751236.83914606,0.9679514160379767,6.9615000654011965,3.750044751912355,3.211455313488841,3.0,11.0,5.0,3.0,0.0,1.7976931348623157e+308,0.0,305.768695195,45,10450,0,2.437175373247801,2.413746883557575,100.291534,2.4371750608897145,2.437175060889714,139.542968
p_ball_20b_5p_3d_h,19.73646908,19.73646443,min,21.763055404332896,-inf,0,301.2798644863069,,0.0,0.0,0.0,0.0,0.0,0.0,21.131548930734184,21.131548930734184,1.4436769811436534,309.541616583243,187.7206962108612,121.8209203723818,42.0,163.0,79.0,15.0,36.0,42.39351724822501,3802.4183823863705,1.3831732664257288,38.67999723087996,23.925114390440285,14.754882840439675,7.0,31.0,22.0,7.0,0.0,66.02625864279116,0.0,306.062888738,35,210350,0,19.73646908452387,18.86443883296478,300.031407,20.45003125702766,7.209400046662839,300.19351
p_ball_30b_10p_2d_h,41.93395425,0.0,min,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,1.7976931348623157e+308,0.0,303.857287864,28,10280,0,76.84156052001931,1.77635683940025e-15,300.075092,45.447459333086634,0,300.18393
p_ball_30b_5p_2d_h,0.2916294099,0.2916261509,min,8.39525105411573,-inf,0,301.95212977193296,,0.0,0.0,0.0,0.0,0.0,0.0,1.541238480949803,0.0,2.176595334894955,303.79104160144925,120.03373062238096,183.75731097906828,52.0,134.0,39.0,9.0,51.0,13.30117266921764,35711257.519616015,2.0085158003494143,8.193248642608523,4.25230435281992,3.940944289788604,2.0,6.0,3.0,2.0,0.0,1.7976931348623157e+308,0.0,304.574269086,30,10300,0,0.2916294130489854,0.2887599615008103,247.620217,0.29162920318486907,0,300.101222
p_ball_30b_5p_3d_h,8.218290367,8.218268689,min,9.140191863594469,-inf,0,301.48125792853534,,0.0,0.0,0.0,0.0,0.0,0.0,16.009981019451313,0.0,2.888308352790773,304.27290397230536,198.0418731654063,106.23103080689908,39.0,124.0,53.0,5.0,37.0,54.2159548726667,23132029.90133764,2.6366103403270245,18.875493180938065,8.712030943483114,10.16346223745495,3.0,11.0,6.0,3.0,0.0,1.7976931348623157e+308,0.0,306.213029063,30,10300,0,15.722496747223435,3.552713678800501e-15,300.03295999999995,9.140191823768209,0,300.11268600000005
p_ball_30b_7p_2d_h,13.93377571,13.93376082,min,inf,inf,,,,,,,,,,22.4454796212546,10.549420805752408,4.199275380000472,305.7976649161428,256.0974749531597,49.70018996298313,15.0,59.0,41.0,9.0,8.0,30.692149580026427,282210890.7231189,3.876131847500801,255.7608853597194,225.60734644159675,30.15353891812265,8.0,36.0,30.0,8.0,0.0,1.7976931348623157e+308,0.0,302.436584622,29,10290,0,13.933775669886227,1.77635683940025e-15,300.03603300000003,13.971333310467575,0,300.153672
p_ball_40b_5p_3d_h,9.777176542,9.777161452,min,inf,inf,,,,,,,,,,13.859461953112486,13.859461953112486,4.910202228464186,307.7912506517023,150.7331749033183,157.058075748384,44.0,111.0,47.0,2.0,43.0,13.859461953112486,109.44007730709473,4.854192926548421,18.461725119501352,9.60923338495195,8.852491734549403,2.0,6.0,0.0,2.0,0.0,1.7976931348623157e+308,0.0,309.311928582,30,10300,0,107.60159712917086,107.6015971291709,26.106423000000003,12.75324034693907,0,300.119666
p_ball_40b_5p_4d_h,30.13272108,30.13269101,min,inf,inf,,,,,,,,,,53.99040466236969,53.990404662369684,6.57782079372555,305.61972914263606,218.4812187962234,87.13851034641266,28.0,79.0,42.0,5.0,26.0,81.22888370200862,1157.7686395129936,6.29718788061291,85.51083632651716,66.23403710499406,19.276799221523103,3.0,11.0,7.0,3.0,0.0,1.7976931348623157e+308,0.0,303.957539883,30,10300,0,inf,inf,,54.21293979829681,0,300.13062
portfol_buyin,0.02942379989,0.02942379979,min,0.0304588644401108,-inf,0,0.043687978759408,,0.0,0.0,0.0,0.0,0.0,0.0,0.0304588565493106,0.028290244692356428,0.3968984577804804,0.0872639929875731,0.067117222584784,0.0201467704027891,2.0,2.0,0.0,2.0,1.0,0.0304588565493106,0.03093272788433052,0.33650493156164885,0.0786643829196691,0.0640000971034169,0.0146642858162522,2.0,2.0,0.0,2.0,0.0,0.0294237887431977,0.0,0.282259965,13,130,0,0.02942379909635085,0.02942379909635085,0.075122,0.02942379388828878,0.02941772735687954,0.32182
portfol_card,0.03221766181,0.03221766165,min,0.0336708341715319,-inf,0,0.0586444055661559,,0.0,0.0,0.0,0.0,0.0,0.0,0.0322176645032622,0.03093828811845734,0.19327032379806042,0.1266429126262664,0.1005499651655554,0.026092947460711,2.0,5.0,0.0,2.0,1.0,0.0322176645032622,0.032768528717158144,0.17961395718157291,0.114793905057013,0.0952130071818828,0.0195808978751301,2.0,5.0,0.0,2.0,0.0,0.0322176498553381,0.0,0.257405327,8,80,0,0.03221775688933997,0.03221775688933997,0.159967,0.03221766181280044,0.03221766181280044,0.170243
portfol_roundlot,0.02829063486,0.02829022029,min,inf,inf,,,,,,,,,,0.1172045467060644,0.11099179994341847,0.18891763035207987,9.603979118168354,8.287200005725026,1.316779112443328,63.0,113.0,99.0,6.0,57.0,0.152158969892927,0.15215896989292704,0.16425666213035583,24.61147116497159,20.720693399198357,3.8907777657732368,147.0,197.0,166.0,147.0,0.0,0.0282828301162479,0.0,81.30296792499999,227,2190,0,0.02831937557487735,0.02803612949326505,41.294734,0.02829040103243022,0.0282898038576193,0.0912449999999999
procurement2mot,212.0707488,212.070749,max,210.3101951859539,,0,31.637716949917376,,0.0,0.0,0.0,0.0,0.0,0.0,212.0707503436441,,1.5558413779363036,20.14938200358301,2.091559249907732,18.05782275367528,5.0,12.0,0.0,4.0,2.0,208.55261787510116,,1.3886040756478906,14.343189673498271,1.0017507448792458,13.341438928619027,3.0,6.0,0.0,3.0,0.0,212.0708625747725,212.0742785577946,1.975353253,12,0,100,212.07074881928804,214.128086519079,1.039169,212.07075054322775,212.0707505432279,1.357351
ravempb,269590.2193,269590.2193,min,269590.21931546263,-inf,0,1.0408149063587189,,0.0,0.0,0.0,0.0,0.0,0.0,269590.2148658474,268012.57279236417,0.19815149251371622,1.2196163423359394,0.9312871526926756,0.2883291896432638,5.0,14.0,7.0,2.0,4.0,269590.2148658474,269590.2148658474,0.18290899135172367,0.9500006921589376,0.6021683812141418,0.3478323109447956,5.0,11.0,3.0,5.0,0.0,269590.214190134,265228.7590378529,299.993667464,3,1042770,120,269590.21931538254,267406.0925349041,0.164339,269590.21742271655,267888.2800906077,1.906645
risk2bpb,-55.8761394,-55.8761394,min,-55.87613905432789,-inf,0,5.45196589641273,,0.0,0.0,0.0,0.0,0.0,0.0,-55.73616916066832,-55.73616916066832,0.9592512520030141,4.004782884381712,0.5070651667192578,3.4977177176624537,2.0,2.0,0.0,2.0,1.0,-55.73616916066832,-4.452993706898013,0.8851607348769903,4.39191257674247,0.5120881143957376,3.8798244623467326,2.0,2.0,0.0,2.0,0.0,-55.73616850045125,-55.736168504244496,0.091399885,0,10,30,-55.73616838234854,-56.28633965536562,0.0353459999999999,-55.87613958335738,-55.87682374767283,0.051919
rsyn0805hfsg,1296.120603,1296.120604,max,1296.1206028870715,,0,2.447357502765953,,0.0,0.0,0.0,0.0,0.0,0.0,1296.1206058218386,,0.5103840474039316,2.265140843577683,0.3699896819889545,1.8951511615887284,2.0,6.0,0.0,2.0,1.0,1296.1206058218386,,0.47052229661494493,2.097258835099637,0.3567920764908194,1.740466758608818,2.0,6.0,0.0,2.0,0.0,1296.120617876812,1878.0761156670744,0.665513032,9,90,0,1296.095395262903,1296.310288789299,0.042933,1296.1206045657245,1296.14642800595,0.190937
rsyn0805m,1296.120603,1296.120603,max,1293.1206028870731,,0,303.4292992539704,,0.0,0.0,0.0,0.0,0.0,0.0,1296.1206095735904,,0.30405320320278406,1.05023995321244,0.6809940654784441,0.3692458877339959,3.0,11.0,0.0,3.0,2.0,1277.9216461579426,,0.2800781251862645,0.49317173846066,0.3005629498511553,0.1926087886095047,2.0,6.0,0.0,2.0,0.0,1293.1208676194324,1293.1208676194326,0.154406217,1,10,40,1296.112935224191,1307.748884560035,0.0858429999999999,1296.1206035786545,1296.120603578655,1.774095
rsyn0805m02hfsg,2238.395446,2238.395446,max,2238.3954457667323,,0,18.60896081943065,,0.0,0.0,0.0,0.0,0.0,0.0,2238.395455975181,,2.253420528024435,8.245710618793964,1.5960664367303252,6.649644182063639,4.0,10.0,0.0,2.0,3.0,2238.395455975181,,2.1501962803304195,9.007396628148854,0.9262675466015936,8.08112908154726,2.0,6.0,0.0,2.0,0.0,2238.3954795345844,5227.455589382593,1.597514517,10,100,0,2238.3954457205873,2240.281567703059,0.31229,2238.3954501415665,2250.726957200442,0.764696
rsyn0805m02m,2238.395446,2238.395448,max,-inf,inf,,,,,,,,,,2224.188746734645,,1.3483853852376342,6.6508656572550535,3.614174786023796,3.036690871231258,4.0,16.0,0.0,2.0,3.0,2224.188746734645,,1.2630043923854828,3.481251979246736,1.1778329266235232,2.3034190526232123,2.0,6.0,0.0,2.0,0.0,2238.056060125856,2238.056060125856,0.570287232,4,10,70,2238.3954457205955,2260.772050972457,0.30308,2238.395450275943,2238.395450275943,10.733872
rsyn0805m03hfsg,3068.931415,3068.931433,max,3068.831966191943,,0,27.937365557067096,,0.0,0.0,0.0,0.0,0.0,0.0,3068.931427647126,,5.124225817620754,12.242589113302529,1.5374080557376146,10.705181057564914,3.0,8.0,0.0,2.0,2.0,3068.931427647126,,5.387448670342565,14.239300882443786,1.454556604847312,12.784744277596474,2.0,6.0,0.0,2.0,0.0,3068.93146019525,7044.664718534354,2.122110566,11,110,0,3068.83196610665,3089.673433381364,0.3535999999999999,3068.9314214757887,3083.127948940435,1.189444
rsyn0805m03m,3068.931415,3068.931919,max,-inf,inf,,,,,,,,,,3055.931441244039,,3.057033736258745,10.061361471191049,4.435635132715106,5.625726338475943,4.0,16.0,0.0,2.0,3.0,3055.931441244039,,3.2047383189201355,6.945827323012054,1.9132079193368556,5.032619403675199,2.0,6.0,0.0,2.0,0.0,3064.472555190312,3064.472555190312,0.8107296850000001,3,10,70,3068.831966106646,3093.719913222552,0.366875,3068.9314197527765,3068.931419752776,16.017671999999997
rsyn0805m04hfsg,7174.219035,7174.219103,max,7174.219035361488,,0,0.6695067808032036,,0.0,0.0,0.0,0.0,0.0,0.0,7174.219052047633,,10.565801052376628,20.443677244707946,1.893270164728165,18.550407079979777,2.0,6.0,0.0,2.0,1.0,7174.219052047633,,11.339167366735637,20.596980864182115,2.280483141541481,18.316497722640637,2.0,6.0,0.0,2.0,0.0,7174.219100034985,11766.357794424655,2.450736461,10,100,0,7140.936689386423,7211.83679249865,0.200325,7174.219042468046,7187.120881892721,2.301403
rsyn0805m04m,7174.219035,7174.219454,max,-inf,inf,,,,,,,,,,7133.10872839225,,6.878699946217239,10.76974378619343,3.266942537389696,7.502801248803735,3.0,9.0,0.0,2.0,2.0,7133.10872839225,,7.0374497920274734,10.282331976108251,1.8794341087341309,8.402897867374122,2.0,5.0,0.0,2.0,0.0,7171.332525594866,7235.080444554514,0.6373236569999999,2,10,50,7174.219035218662,7216.340071773412,0.5145930000000001,7174.219039882995,7174.219039882994,15.722435
rsyn0810hfsg,1721.447711,1721.447711,max,1721.4477110444764,,0,2.913601436652243,,0.0,0.0,0.0,0.0,0.0,0.0,1721.4477076206383,,0.5264377240091562,2.743487508036196,0.3626700844615698,2.3808174235746264,2.0,6.0,0.0,2.0,1.0,1721.4477076206383,,0.5452388487756252,2.812634381465614,0.4045984549447894,2.4080359265208244,2.0,6.0,0.0,2.0,0.0,1721.447733320738,2565.7603475768447,0.549157796,8,80,0,1721.4477110468129,1721.447711046801,0.0449829999999999,1721.4477121840423,1721.447714544354,0.106177
rsyn0810m,1721.447711,1721.447711,max,1641.2974549381695,,0,303.5180626427755,,0.0,0.0,0.0,0.0,0.0,0.0,1721.4477140708666,,0.29218730702996254,1.7911598850041628,1.3892162535339594,0.4019436314702034,3.0,10.0,0.0,3.0,2.0,1696.8657760140632,,0.2978713633492589,0.6022654566913843,0.33150246553123,0.2707629911601543,2.0,6.0,0.0,2.0,0.0,1718.4477111592378,1718.447711159238,0.141487324,0,10,30,1721.447713990342,1736.47639172591,0.086549,1719.5032666292318,1735.048339174372,0.990411
rsyn0810m02hfsg,1741.386855,1741.386902,max,1741.3868554028195,,0,23.977702118456364,,0.0,0.0,0.0,0.0,0.0,0.0,1732.97675352656,,2.6932966681197286,10.944181624799969,1.8284889915958047,9.115692633204162,4.0,12.0,0.0,2.0,3.0,1732.97675352656,,2.706649798899889,10.450522023253145,1.1268134322017431,9.3237085910514,2.0,6.0,0.0,2.0,0.0,1741.3869077695697,5772.6658087323685,2.268421584,12,120,0,1741.311126708675,1758.382172586864,0.173916,1741.3868643485835,1758.079308770042,2.327587
rsyn0810m02m,1741.386855,1741.3869,max,-inf,inf,,,,,,,,,,1738.9307745636495,,1.5361328599974513,9.97639825847,5.142107868567109,4.83429038990289,5.0,17.0,0.0,3.0,3.0,1702.4817050194008,,1.5232648560777307,4.192360950633884,1.1976282503455875,2.994732700288296,2.0,6.0,0.0,2.0,0.0,1738.9305681977808,1755.493159004206,0.6048696210000001,2,0,60,1741.3868553355035,1758.028137098502,0.596049,1741.3868626334126,1741.386862633412,12.272398
rsyn0810m03hfsg,2722.448006,2722.448482,max,-inf,inf,,,,,,,,,,2722.4480314770944,,6.961723656393588,18.39600727707148,3.226273280568421,15.169733996503057,4.0,12.0,0.0,2.0,3.0,2722.4480314770944,,7.141293761320412,14.213025484234096,1.793431949801743,12.419593534432352,2.0,6.0,0.0,2.0,0.0,2722.448080957012,8432.250546888201,2.462600567,7,70,0,2722.448005691126,2735.042753402,0.712989,2722.448010045687,2742.778024235678,4.1186
rsyn0810m03m,2722.448006,2722.448653,max,-inf,inf,,,,,,,,,,2722.4480525822296,,4.302790340967476,83.99726147763431,71.30246921163052,12.694792266003788,6.0,22.0,0.0,4.0,4.0,2647.371330698829,,4.360119874589145,8.857691713608801,2.0167178316041827,6.840973882004619,2.0,6.0,0.0,2.0,0.0,2722.449513995557,2722.449513995557,1.201868067,3,10,50,2722.448005551657,2749.393635817863,0.8099999999999999,2722.448020638132,2722.448020638132,16.625933
rsyn0810m04hfsg,6581.934408,6581.934423,max,-inf,inf,,,,,,,,,,6574.477263162914,,14.865071700885892,36.43063676916063,3.501654771156609,32.92898199800402,4.0,7.0,0.0,3.0,2.0,6477.9222162556525,,14.91654734686017,22.098132024519145,1.3918154519051311,20.70631657261401,2.0,3.0,0.0,2.0,0.0,6581.934513441796,13446.545200539893,3.140256196,9,90,0,6581.934408066029,6626.990806584586,0.294037,6581.93442235899,6614.624821669916,3.051366
rsyn0810m04m,6581.934408,6581.93555,max,5404.135350527908,,0,300.8304928177968,,0.0,0.0,0.0,0.0,0.0,0.0,6580.9026874468655,,9.97281933017075,21.84574293717742,7.198034751228988,14.647708185948431,4.0,15.0,0.0,3.0,2.0,6491.902659804383,,10.137448106892407,12.649768471717834,2.6469347570091486,10.002833714708686,2.0,6.0,0.0,2.0,0.0,6581.936806377749,6581.936806377749,1.125097769,4,10,60,6566.882281620785,6604.252991243457,0.629282,6581.934422953598,6605.108475030627,14.489534
rsyn0815hfsg,1269.925649,1269.925651,max,1269.9256494674553,,0,4.282000225037336,,0.0,0.0,0.0,0.0,0.0,0.0,1269.9256453844473,,0.6761787962168455,2.8523337924852967,0.426638382486999,2.4256954099982977,2.0,6.0,0.0,2.0,1.0,1269.9256453844473,,0.6944631682708859,3.773031699471176,0.5519346436485648,3.221097055822611,2.0,6.0,0.0,2.0,0.0,1269.9256699675573,2616.957710270146,0.6921254790000001,6,60,0,1269.9250226992247,1270.692365181992,0.060231,1269.9256500353972,1271.090562922982,0.881934
rsyn0815m,1269.925649,1269.925652,max,1263.9063902083108,,0,302.91277424339205,,0.0,0.0,0.0,0.0,0.0,0.0,1269.9256525102546,,0.37127858866006136,2.005102900788188,1.4991972725838425,0.5059056282043457,3.0,11.0,0.0,3.0,2.0,1225.8813348552806,,0.38783388305455446,0.7292997529730201,0.389085553586483,0.3402141993865371,2.0,6.0,0.0,2.0,0.0,1269.9259299809326,1269.9259299809326,0.1573706829999999,1,10,50,1269.9256494405906,1275.380729669622,0.113776,1269.9256504441507,1269.925650444151,1.4769679999999998
