name,primalbound,dualbound,objsense,cvx_bonmin.obj,cvx_bonmin.dual_obj,cvx_bonmin.load_time,cvx_bonmin.calc_time,cvx_bonmin.solver_time,cvx_bonmin.python_time,cvx_bonmin.iter_nr,cvx_bonmin.NLP_runs,cvx_bonmin.FNLP_runs,cvx_bonmin.MIQP_runs,cvx_bonmin.MILP_runs,cvx_sbmiqp.obj,cvx_sbmiqp.dual_obj,cvx_sbmiqp.load_time,cvx_sbmiqp.calc_time,cvx_sbmiqp.solver_time,cvx_sbmiqp.python_time,cvx_sbmiqp.iter_nr,cvx_sbmiqp.NLP_runs,cvx_sbmiqp.FNLP_runs,cvx_sbmiqp.MIQP_runs,cvx_sbmiqp.MILP_runs,cvx_sbmiqp_ee.obj,cvx_sbmiqp_ee.dual_obj,cvx_sbmiqp_ee.load_time,cvx_sbmiqp_ee.calc_time,cvx_sbmiqp_ee.solver_time,cvx_sbmiqp_ee.python_time,cvx_sbmiqp_ee.iter_nr,cvx_sbmiqp_ee.NLP_runs,cvx_sbmiqp_ee.FNLP_runs,cvx_sbmiqp_ee.MIQP_runs,cvx_sbmiqp_ee.MILP_runs,cvx_shot.obj,cvx_shot.dual_obj,cvx_shot.calc_time,cvx_shot.NLP_runs,cvx_shot.MIP_runs,cvx_shot.relaxed_MIP_runs,cvx_gurobi.obj,cvx_gurobi.dual_obj,cvx_gurobi.calc_time,cvx_scip.obj,cvx_scip.dual_obj,cvx_scip.calc_time
cvxnonsep_psig30,78.99885434,78.99885426,min,79.13332037697546,-inf,0,0.0871673626825213,,0.0,0.0,0.0,0.0,0.0,0.0,79.00237822815792,78.74479813452173,0.031282453797757626,0.0311307432129979,0.0149594526737928,0.016171290539205,2.0,2.0,0.0,2.0,1.0,79.00237822815792,78.74479813452173,0.033033900894224644,0.0284370109438896,0.0142803415656089,0.0141566693782806,2.0,2.0,0.0,2.0,0.0,79.19267736368639,78.89194983258508,0.1007892599999999,4,0,100,79.5556939080774,78.76736411012848,0.051696,79.06510974074531,78.28347124078033,44.380976
cvxnonsep_psig30r,78.99885434,78.99885426,min,79.0192500457261,-inf,0,0.0702561801299452,,0.0,0.0,0.0,0.0,0.0,0.0,79.00240266582215,78.74482563402228,0.034226072020828724,0.0423788605257868,0.0149932773783802,0.0273855831474065,2.0,2.0,0.0,2.0,1.0,79.00240266582215,78.74482563402228,0.035879628732800484,0.0333997989073395,0.0136514781042933,0.0197483208030462,2.0,2.0,0.0,2.0,0.0,79.70341208794478,78.98449975595985,0.207731068,3,0,100,79.06054280721875,78.3833771009413,0.065664,79.04134502206645,78.98936639717958,0.144268
cvxnonsep_psig40,85.49576764,85.49576755,min,85.70090871951955,-inf,0,0.1543445279821753,,0.0,0.0,0.0,0.0,0.0,0.0,85.49914724357482,85.20136272924489,0.04998259525746107,0.0370814064517617,0.0172135336324572,0.0198678728193044,2.0,2.0,0.0,2.0,1.0,85.49914724357482,85.20136272924489,0.0538698760792613,0.0351328887045383,0.0175284398719668,0.0176044488325715,2.0,2.0,0.0,2.0,0.0,85.5690250642252,85.45938703706464,0.123048822,4,0,100,85.69648643645057,85.05828123583007,0.035694,86.0716063804965,78.68238187896799,301.329404
cvxnonsep_psig40r,86.5451047,86.54509269,min,inf,inf,,,,,,,,,,86.54515088523402,86.29696855652205,0.04799393564462662,0.1402793116867542,0.0198368392884731,0.1204424723982811,2.0,2.0,0.0,2.0,1.0,86.54515088523402,86.29696855652205,0.05085253622382879,0.1298079648986458,0.0167111437767744,0.1130968211218714,2.0,2.0,0.0,2.0,0.0,86.5451019935514,85.77477922781632,0.28461618,4,20,100,86.76855477843719,86.01886827700511,0.055705,86.54619747402002,86.51435972290331,0.139177
enpro48pb,187277.2594,187277.2594,min,187277.2594221996,-inf,0,6.620229677297175,,0.0,0.0,0.0,0.0,0.0,0.0,187277.2557601836,187276.24181563666,0.3090286822989583,1.0203862264752388,0.6531493803486228,0.367236846126616,4.0,9.0,0.0,4.0,2.0,194233.4531358209,194233.45313582092,0.3320709438994527,0.7486320119351149,0.3708737129345536,0.3777582990005612,4.0,5.0,0.0,4.0,0.0,187277.2561875098,186376.4660993255,0.216223461,2,10,120,187277.2594222011,185668.9682365131,0.2837429999999999,187277.25719341173,187092.1518504411,2.318299
enpro56pb,263428.301,263428.3009,min,263428.30097275984,-inf,0,10.343354830518363,,0.0,0.0,0.0,0.0,0.0,0.0,263428.2966425004,263427.3391162258,0.22776786144822836,0.6642632763832808,0.5302025713026524,0.1340607050806284,2.0,4.0,1.0,2.0,1.0,263428.2966425004,263428.2966425004,0.22950497455894947,0.5363099472597241,0.4123697998002171,0.1239401474595069,2.0,4.0,1.0,2.0,0.0,263428.29568168765,262927.55803474784,0.3585414249999999,4,10,140,263428.3009726979,260839.8465143262,0.364137,263428.2990215177,263428.2990215819,3.62927
ex1223,4.579582402,4.5795824,min,4.579582402486655,-inf,0,0.0362556781619787,,0.0,0.0,0.0,0.0,0.0,0.0,4.579582373600571,4.579582373600571,0.025078983046114445,0.0814037751406431,0.0324252350255847,0.0489785401150584,5.0,8.0,0.0,2.0,4.0,4.579582373600571,4.579582373600571,0.026237858459353447,0.0492694620043039,0.0223324112594127,0.0269370507448911,3.0,7.0,0.0,3.0,0.0,4.579582402436705,4.579582402436704,0.055238439,0,0,20,4.579582402436707,4.53417292810631,0.013905,4.579582402433536,4.576289805208791,0.029085
ex1223b,4.579582402,4.5795824,min,4.5795824024866585,-inf,0,0.0310050407424569,,0.0,0.0,0.0,0.0,0.0,0.0,4.57958237379399,4.57958237379399,0.013443420641124249,0.0906763179227709,0.0346219409257173,0.0560543769970536,6.0,9.0,0.0,2.0,5.0,4.57958237379399,4.57958237379399,0.013989390805363655,0.0401633596047759,0.0172894252464175,0.0228739343583583,3.0,5.0,0.0,3.0,0.0,4.579582381569371,4.579369376316657,0.0477466209999999,0,0,20,4.579582402436707,4.53417292810631,0.013648,4.579582402433536,4.579579810008479,0.029906
fac1,160912612.4,160912612.4,min,160912612.3501782,-inf,0,0.0171795655041933,,0.0,0.0,0.0,0.0,0.0,0.0,160912612.2935292,160912612.2935292,0.02039599046111107,1.9064781377092004,1.8893499914556744,0.0171281462535262,2.0,4.0,1.0,2.0,1.0,160912612.2935292,160912612.2935292,0.019873379729688168,2.1496746484190226,2.136435483582318,0.0132391648367047,2.0,4.0,1.0,2.0,0.0,160912612.350169,160905031.0839038,0.0800443149999999,1,0,240,160912612.350169,160910848.960797,0.017692,160912612.350169,160912612.350169,0.0199179999999999
fac2,331837498.2,331837498.2,min,331837498.1767665,-inf,0,0.4733759211376309,,0.0,0.0,0.0,0.0,0.0,0.0,331837497.8380618,329739765.28796196,0.04647967126220465,0.0566555894911289,0.0376653252169489,0.0189902642741799,2.0,2.0,0.0,2.0,1.0,331837497.8380618,331837497.8380618,0.04668958764523268,0.049747142009437,0.0347373317927122,0.0150098102167248,2.0,2.0,0.0,2.0,0.0,331837498.17677003,331837498.17677003,0.1070502969999999,1,10,210,331837498.17677003,331290765.1918598,0.020801,inf,inf,
flay02h,37.94733192,37.94733192,min,37.9473319221309,-inf,0,0.0573383122682571,,0.0,0.0,0.0,0.0,0.0,0.0,37.94733186289341,37.94733188293823,0.030154976062476635,0.0667466409504413,0.0437899446114897,0.0229566963389515,3.0,5.0,0.0,2.0,1.0,37.94733186289341,37.94733188293823,0.03126890864223242,0.0743466857820749,0.0446245279163122,0.0297221578657627,3.0,5.0,0.0,3.0,0.0,37.947327663154,37.947327663154,0.094292441,2,10,50,37.94733190344412,37.83971073281111,0.055085,37.94733186806055,37.64147895712882,0.578275
flay02m,37.94733192,37.94733192,min,37.947331922051006,-inf,0,0.0250519244000315,,0.0,0.0,0.0,0.0,0.0,0.0,37.94733180457008,37.94732588889903,0.01565573737025261,0.0377835361286997,0.0185285247862339,0.0192550113424658,3.0,4.0,0.0,2.0,1.0,37.94733180457008,37.947331824571066,0.015468612313270569,0.0378017583861947,0.0175801683217287,0.020221590064466,3.0,4.0,0.0,3.0,0.0,37.9473317820424,37.9473317820424,0.080785307,2,10,50,37.947331924020546,37.8964922012244,0.035582,37.94733186805689,37.83671291007249,0.318615
flay03h,48.98979486,48.98979322,min,48.98979485582156,-inf,0,1.44749094825238,,0.0,0.0,0.0,0.0,0.0,0.0,48.9897948731286,48.826462438550756,0.07966988813132048,1.063434879295528,0.8081238297745585,0.2553110495209694,7.0,25.0,0.0,2.0,5.0,48.989794833145126,48.98979487314674,0.076760059222579,0.5011473027989268,0.2295171711593866,0.2716301316395402,3.0,10.0,0.0,3.0,0.0,48.98979440723407,42.55977564963327,299.998040285,4,1058820,130,48.98979483809762,48.7053859289673,0.523068,48.98979472387356,48.51339414360476,2.468618
flay03m,48.98979486,48.98979359,min,48.989794855791104,-inf,0,0.3216918176040053,,0.0,0.0,0.0,0.0,0.0,0.0,48.98979473356545,48.82648224207939,0.025434082373976707,0.3810893017798662,0.2607198469340801,0.1203694548457861,7.0,25.0,0.0,2.0,5.0,48.98979473889962,48.98979474823498,0.036097985692322254,0.0922638559713959,0.0591031676158309,0.033160688355565,3.0,10.0,0.0,3.0,0.0,48.98977891917385,48.98977891917385,0.2862403879999999,8,90,130,48.98979485866356,48.52581959218385,0.277735,48.989794783719915,48.63476791430943,0.7415989999999999
flay04h,54.40588204,54.40588,min,54.4058820351743,-inf,0,55.30082195904106,,0.0,0.0,0.0,0.0,0.0,0.0,54.40588204053931,53.91703457327334,0.21206438448280096,8.878917501308024,7.730501228012145,1.1484162732958794,8.0,35.0,0.0,3.0,6.0,54.41666667854837,54.416666701505406,0.2084008166566491,2.947622790932656,1.6469507422298193,1.300672048702836,3.0,10.0,0.0,3.0,0.0,54.4058623115981,54.4058623115981,1.25200464,12,10,50,54.405882035051704,53.93274528404978,2.770036,54.405881889909224,53.87143757547221,13.659891
flay04m,54.40588203,54.40587856,min,54.4058820351097,-inf,0,8.530093464069068,,0.0,0.0,0.0,0.0,0.0,0.0,54.40588191722429,53.958472858625264,0.049397711642086506,2.0964989755302668,1.878149390220642,0.2183495853096246,8.0,34.0,0.0,2.0,6.0,54.40588189678637,54.40588191425126,0.03864200692623854,0.3004664815962314,0.261612132191658,0.0388543494045734,3.0,9.0,0.0,3.0,0.0,54.40586425873046,54.40586425873046,0.8434808690000001,21,30,120,54.405882023837464,53.87849781571474,2.668722,54.40588192705844,53.8749488470497,6.211048
flay05h,64.49806199,64.49805571,min,64.49806198673096,-inf,0,303.3176408484578,,0.0,0.0,0.0,0.0,0.0,0.0,64.49806202781127,63.94049419405353,0.4659747825935483,300.1237560547888,296.85786416288465,3.2658918919041757,11.0,51.0,0.0,2.0,9.0,64.49806202719697,64.49806210573644,0.46008793264627457,18.280679338611662,14.232376035302876,4.048303303308785,3.0,11.0,0.0,3.0,0.0,64.49777557234717,64.49777557234717,117.575671582,101,10,80,64.49805850948184,63.85617616590805,246.383155,64.4980617528373,44.23987302241248,300.760447
flay05m,64.49806199,64.49805581,min,64.49806198661507,-inf,0,306.4725755350664,,0.0,0.0,0.0,0.0,0.0,0.0,64.49806185362016,63.9405333283485,0.06435243505984545,75.14381649717689,74.59174706600606,0.5520694311708212,11.0,51.0,0.0,2.0,9.0,64.49806181321841,64.49806185899139,0.0628832820802927,0.9440350122749804,0.8981779934838414,0.0458570187911391,3.0,11.0,0.0,3.0,0.0,64.49799740895384,64.49799740895384,62.142293318,107,60,160,64.49803442768595,63.85351624082418,139.997432,64.49806185985608,63.86035487869933,262.275515
flay06h,66.93280212,64.89222341,min,66.93280212296862,-inf,0,302.414539934136,,0.0,0.0,0.0,0.0,0.0,0.0,66.93280218499756,64.7995615389337,0.9252446228638291,300.09140022750944,294.6307451222092,5.460655105300248,6.0,26.0,0.0,2.0,4.0,66.93280221580665,66.93280219283575,0.9000668777152896,92.24734612554312,83.3068099655211,8.94053616002202,3.0,11.0,0.0,3.0,0.0,66.93267590007167,55.24069212422826,300.04300281,207,1000,60,66.9327979295175,58.7081420500437,300.173923,66.93280188285748,36.34345810207923,300.457509
flay06m,66.93280212,66.93240231,min,66.93280212297259,-inf,0,305.9765859665349,,0.0,0.0,0.0,0.0,0.0,0.0,66.93280197239346,65.64437105093714,0.1099664494395256,300.14499383512884,299.5429927101359,0.6020011249929667,9.0,41.0,0.0,2.0,7.0,66.932801885275,66.9328019793274,0.10203591454774141,4.125141746364534,3.914256274700165,0.2108854716643691,3.0,11.0,0.0,3.0,0.0,66.93280185562118,60.01744510014149,299.99426182900004,12,104100,140,66.93279783218776,60.01431934339264,300.260758,66.93280196180706,42.17828452495451,301.278315
fo7,20.72982507,20.729825,min,43.92542054828919,-inf,0,303.46523545403033,,0.0,0.0,0.0,0.0,0.0,0.0,20.729824722692754,20.72953969686851,0.2088800109922886,149.4397082934156,148.93545862007886,0.5042496733367443,7.0,31.0,14.0,2.0,5.0,20.72982474915434,20.7298247201548,0.20076083485037088,11.040374875068665,10.80456792190671,0.2358069531619548,3.0,11.0,5.0,3.0,0.0,20.729815922289244,20.729815922289244,37.859855672,8,10,50,20.729825348127854,20.52440407833447,88.894244,20.729824734477404,20.5655230926195,70.867571
fo7_2,17.74934573,17.74934536,min,37.76735149870542,-inf,0,303.85765600856394,,0.0,0.0,0.0,0.0,0.0,0.0,17.749345432133822,17.749120110062886,0.2195275416597724,67.58966884668916,66.97885197680444,0.6108168698847294,7.0,27.0,16.0,2.0,6.0,17.749345432133822,17.749345432133822,0.20903580263257027,3.2793149519711733,3.142819456756115,0.1364954952150583,2.0,6.0,3.0,2.0,0.0,17.749342460973235,17.749342460973235,7.343058915999999,3,10,70,17.749346058699693,17.57308684630969,29.990696,17.749345415106433,17.74934541510643,54.811594
fo7_ar25_1,23.0935676,23.0935676,min,inf,inf,,,,,,,,,,23.09356731010353,23.093455579182788,0.2616607639938593,61.5922729652375,60.72808974981308,0.8641832154244184,5.0,21.0,6.0,5.0,3.0,24.95757518869201,24.9575751978493,0.24925058335065842,11.158649635501206,10.865875150077043,0.2927744854241609,3.0,11.0,6.0,3.0,0.0,23.12101281209376,23.12101281209376,34.271599617,7,10,20,23.093567597138676,22.86442284227683,9.816347,23.093567234745795,23.09356723474579,40.704127
fo7_ar2_1,24.83984707,24.83984703,min,inf,inf,,,,,,,,,,24.83984643585143,24.839845668862523,0.2531607626006007,62.55724107287824,61.78357913903892,0.7736619338393211,6.0,25.0,10.0,5.0,3.0,24.95757520326915,24.95757520326915,0.2629603249952197,20.01771812234074,19.488693644292653,0.5290244780480862,4.0,16.0,10.0,4.0,0.0,24.839625553154484,24.839625553154484,24.724999502,4,10,10,24.839847082878478,24.60114606186892,13.310324,24.839846413795343,24.83984641379534,24.630665
fo7_ar3_1,22.51747101,22.51747099,min,inf,inf,,,,,,,,,,22.51747053092173,22.493231183555192,0.2603504220023751,57.31822232995182,56.8777577271685,0.4404646027833223,5.0,21.0,4.0,2.0,4.0,22.517470529413952,22.517470526091163,0.2530579026788473,8.21234624274075,8.029505640268326,0.1828406024724245,2.0,6.0,1.0,2.0,0.0,22.517469805813956,22.517469805813956,51.295875342,7,10,20,22.517471405305503,22.29449023722075,28.644098,22.51747045490165,22.51747045490165,52.330903
fo7_ar4_1,20.72982507,20.72982504,min,inf,inf,,,,,,,,,,20.72982479378065,20.728880697838374,0.25707544665783644,76.19361199066043,75.9160751933232,0.277536797337234,5.0,21.0,12.0,2.0,4.0,20.729824693480914,20.72982469099744,0.2564338641241193,46.961295305751264,46.78182296548039,0.1794723402708768,2.0,6.0,3.0,2.0,0.0,20.72982386502252,20.72982386502251,60.974639599,8,10,20,20.72982544832753,20.52275705468453,54.040420000000005,20.7298246951989,20.54260223996788,34.145097
fo7_ar5_1,17.74932941,17.7493294,min,inf,inf,,,,,,,,,,17.749329045518934,17.7491336965329,0.26070248521864414,55.71110575273633,55.31248093768954,0.3986248150467872,5.0,18.0,5.0,2.0,4.0,17.74932903205996,17.74932903205996,0.25699993036687374,32.02726384624839,31.7645122949034,0.2627515513449907,2.0,6.0,0.0,2.0,0.0,17.74932344275832,17.74932344275832,28.490637147,6,10,70,17.749329413741453,17.58050434732172,13.732056,17.74932900709966,17.74932900709966,31.378378
fo8,22.38189652,22.38189649,min,59.69583985507377,-inf,0,303.0472039170563,,0.0,0.0,0.0,0.0,0.0,0.0,22.38189634973574,22.381848247174048,0.3319483017548919,300.2398544363677,299.02426692284644,1.2155875135213137,7.0,31.0,17.0,6.0,4.0,24.652004656323268,24.652004656323268,0.31651919800788164,138.3232996845618,137.89422303438187,0.4290766501799226,4.0,16.0,12.0,4.0,0.0,22.381891174150145,22.381891174150145,91.072379679,9,10,60,23.91005347746684,20.27132091502638,300.039817,22.381896240902456,22.38189624090245,206.392884
fo8_ar25_1,28.0451814,28.04518138,min,inf,inf,,,,,,,,,,28.04518122790423,28.007410566921205,0.3940248601138592,291.2179148895666,290.6055524582044,0.6123624313622713,4.0,16.0,7.0,4.0,2.0,30.79640445667819,30.796404455676317,0.3776796190068126,121.63353337254377,121.25420915987344,0.3793242126703262,3.0,11.0,5.0,3.0,0.0,28.04517929432528,24.89117267995352,299.996420611,26,1000,100,28.04518133133937,26.9326010962372,300.021948,28.04518110552743,28.02978717138635,155.58831700000002
fo8_ar2_1,30.34061042,30.34060987,min,inf,inf,,,,,,,,,,30.345435081132745,30.14274140660447,0.38354508951306343,272.6008101562038,272.05758963897824,0.5432205172255635,4.0,16.0,0.0,3.0,3.0,30.962958253608644,30.962958258067857,0.38720653392374516,60.52288099192083,60.2837223559618,0.2391586359590292,2.0,6.0,0.0,2.0,0.0,30.345434907805394,30.043093737865387,283.15559737,18,0,20,30.345435375786057,30.33634577141584,291.59648100000004,30.340609975482103,30.05512525998033,182.181978
fo8_ar3_1,23.91005347,23.91005345,min,inf,inf,,,,,,,,,,23.910053362462875,23.909377882086027,0.372087019495666,216.20848118700087,215.667831575498,0.5406496115028858,4.0,16.0,8.0,4.0,2.0,23.91005334599548,29.551276112745636,0.387507651001215,121.84924500156194,121.4247561879456,0.4244888136163354,3.0,11.0,6.0,3.0,0.0,23.910052255294207,23.910052255294207,43.438259123,10,10,130,23.910053938536343,23.67103876073118,150.639675,23.910053196568764,23.7452053548388,176.175172
fo8_ar4_1,22.38189652,22.38189649,min,inf,inf,,,,,,,,,,22.38189642325345,22.381869121222763,0.38272120896726847,111.457296310924,110.9709610072896,0.4863353036344051,3.0,11.0,1.0,3.0,2.0,26.385359763690147,26.385359763690147,0.38807911705225706,60.49849251378328,60.283524652943015,0.2149678608402609,2.0,6.0,0.0,2.0,0.0,22.381893991589795,22.381893991589795,44.307898579,8,10,120,22.381896603734862,22.15902934628976,76.225432,22.38189628558836,20.15301086010722,300.053071
fo8_ar5_1,22.38189652,22.38189646,min,inf,inf,,,,,,,,,,22.381896419046107,22.381774741630405,0.3762019220739603,143.72185370139778,143.27618428505957,0.4456694163382053,4.0,16.0,4.0,2.0,3.0,22.381896419046107,22.381896419046107,0.38598891720175743,60.53782641422004,60.26145754009485,0.2763688741251826,2.0,6.0,0.0,2.0,0.0,22.381889656770035,22.381889656770035,88.226750568,9,10,100,22.38189649754763,21.00964393641685,300.019596,22.381896279588734,18.23676232720389,300.113514
fo9,23.46428571,23.46428544,min,inf,inf,,,,,,,,,,23.464285521633823,23.464174630577308,0.4601471871137619,161.59464356582612,161.06953812297434,0.5251054428517818,4.0,16.0,7.0,3.0,3.0,24.377975959228863,24.377975959228863,0.4663235042244196,20.36847274936736,20.09735481161624,0.2711179377511143,2.0,6.0,2.0,2.0,0.0,23.464277976407512,22.129521159117463,299.990955139,14,1000,50,26.802914289626788,20.96142210856425,300.076342,23.464285436732517,18.19991245469587,300.25104
fo9_ar25_1,32.18643105,32.18642335,min,inf,inf,,,,,,,,,,32.2499999429588,31.711880633129237,0.5561827635392547,300.0555898230523,299.2376867150888,0.8179031079635024,4.0,16.0,7.0,4.0,2.0,32.67948712049823,32.679487128377126,0.5689389109611511,122.39435169566424,121.9820640143007,0.412287681363523,3.0,11.0,5.0,3.0,0.0,32.19050740009298,27.60428490112829,299.996296459,8,1000,100,32.186431047090394,26.75630278456594,300.049395,32.24999971701089,25.98700588930217,300.448838
fo9_ar2_1,32.625,32.62498658,min,inf,inf,,,,,,,,,,32.62499994338561,32.624942433783175,0.5655279541388154,267.2121982257813,266.5568949999288,0.6553032258525491,4.0,16.0,6.0,3.0,3.0,32.81410250147974,32.81410250147974,0.5814719051122665,61.06122522801161,60.804797016084194,0.2564282119274139,2.0,6.0,2.0,2.0,0.0,32.62499659929108,29.06354262485944,300.071549684,12,1000,20,32.814102566102505,27.20549011720447,300.037414,32.62499959892142,26.05966597560596,300.087735
fo9_ar3_1,24.81547619,24.81547617,min,inf,inf,,,,,,,,,,24.81547612173019,24.813731529688432,0.5585521087050438,72.17566826194525,71.90161137934774,0.274056882597506,2.0,6.0,1.0,2.0,1.0,24.81547612173019,24.81547611411698,0.5742403902113438,37.450867963954806,37.17448312602937,0.2763848379254341,2.0,6.0,1.0,2.0,0.0,24.815475291179105,24.815475291179105,59.442427337,4,10,130,27.14880952380947,23.03782682058099,300.042431,24.8154759638469,24.80855697109947,122.202799
fo9_ar4_1,23.46428571,23.46428571,min,inf,inf,,,,,,,,,,23.46428560244757,23.462913671019543,0.5666999192908406,74.65830158162862,74.14457536581904,0.5137262158095837,3.0,11.0,2.0,3.0,1.0,24.81547613179534,24.81547613179534,0.5751599669456482,33.484528177417815,33.27567344810814,0.208854729309678,2.0,6.0,2.0,2.0,0.0,29.53571388564264,21.213355378339404,300.12960101600004,14,1000,120,30.378364349749084,21.95315297043234,300.04586800000004,24.37797593884849,20.27787077867265,300.167031
fo9_ar5_1,23.46428571,23.46428535,min,inf,inf,,,,,,,,,,24.377976107635643,24.328261820805565,0.5708824656903744,235.6837739888579,235.2518094955012,0.4319644933566451,3.0,11.0,2.0,3.0,2.0,24.81398975402688,24.813989754026878,0.5866707228124142,55.45794073212892,55.20841392874718,0.249526803381741,2.0,6.0,1.0,2.0,0.0,24.37797525568652,21.082962623192945,300.06851315700004,24,1000,40,27.46167945750286,19.38249777681784,300.044099,28.946666411713785,17.88864321811558,300.30996300000004
gams01,21380.20059,2355.887174,min,27908.789149714798,-inf,0,300.93390879780054,,0.0,0.0,0.0,0.0,0.0,0.0,21896.709970551117,17468.392619479375,6.937212833203375,300.0701054297388,299.3399536702782,0.7301517594605684,6.0,23.0,1.0,3.0,3.0,21896.709970551117,21896.709970551114,7.035152276046574,262.8947055460885,262.0653847735375,0.8293207725510001,5.0,15.0,2.0,5.0,0.0,21380.125893643053,1889.107897755459,299.944822804,20,1000,140,21505.446935207845,1363.699338148339,300.03622299999995,23989.5358510233,1282.767705039551,300.11306
ibs2,4.452848417,4.452846808,min,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,1.7976931348623157e+308,4.452025347046944,331.536620398,22,40,590,4.453470717447346,4.451009644035366,4.284792,4.452927052823892,4.450568700809431,7.075740000000001
jit1,173983.33,173983.3298,min,173983.32999863994,-inf,0,0.0509943570941686,,0.0,0.0,0.0,0.0,0.0,0.0,173982.61006293277,173345.3768308797,0.21724099107086658,0.0273831943050026,0.0139307659119367,0.0134524283930659,2.0,2.0,0.0,2.0,1.0,173982.61006293277,173345.3768308797,0.21516856364905834,0.021412543952465,0.0114169120788574,0.0099956318736076,2.0,2.0,0.0,2.0,0.0,173983.3299816468,173345.7983938875,0.0764412989999999,1,0,130,173983.32998164545,173883.2833148557,0.027487,173983.32998164673,172638.8325005566,0.089397
m3,37.8,37.8,min,37.80000000073363,-inf,0,0.3673297166824341,,0.0,0.0,0.0,0.0,0.0,0.0,37.79999956991859,37.799963887074206,0.03169339615851641,0.112012536264956,0.085659023374319,0.0263535128906369,2.0,4.0,0.0,2.0,1.0,37.79999956991859,37.79999956991859,0.032461862079799175,0.0756479520350694,0.0580177204683423,0.0176302315667271,2.0,4.0,0.0,2.0,0.0,37.8,37.8,0.064415139,0,10,40,37.8,37.79999999999996,0.043329,37.8,37.8,0.206074
m6,82.25687691,82.25687691,min,106.25687691424332,-inf,0,304.2104175342247,,0.0,0.0,0.0,0.0,0.0,0.0,82.25687581013635,82.25677347062704,0.13233337085694075,0.8979631392285228,0.7193024102598429,0.1786607289686799,3.0,8.0,0.0,2.0,2.0,82.25687581013635,82.25687581013635,0.13351153582334518,0.5722523918375373,0.4181074425578117,0.1541449492797255,2.0,6.0,0.0,2.0,0.0,82.25687570340833,82.25687570340833,0.301362189,2,10,40,82.25687691965433,81.58590398993466,0.2258939999999999,82.25687689818001,82.25687689818001,0.7826679999999999
m7,106.7568769,106.7568769,min,130.75687691465532,-inf,0,303.7947520762682,,0.0,0.0,0.0,0.0,0.0,0.0,106.75687555086648,106.75666620415846,0.214280528947711,1.6472121635451913,1.4280247744172812,0.2191873891279101,3.0,7.0,2.0,2.0,2.0,106.75687555086648,106.75687555086648,0.21108650881797075,1.115454588085413,0.8690388789400458,0.2464157091453671,2.0,6.0,2.0,2.0,0.0,106.75687691365584,106.75687691365584,1.022706638,3,10,30,106.75687691365565,106.7568769136556,0.382668,106.75687689818001,106.75687689818,2.646069
m7_ar25_1,143.585,143.585,min,143.58500000099596,-inf,0,303.0825894679874,,0.0,0.0,0.0,0.0,0.0,0.0,143.58499691440977,143.58472937615966,0.25344410818070173,0.7881794311106205,0.6183807710185647,0.1697986600920558,2.0,6.0,0.0,2.0,1.0,143.58499691440977,143.58499682759705,0.25688866153359413,0.6328759426251054,0.4131352668628096,0.2197406757622957,2.0,6.0,0.0,2.0,0.0,143.5849861208374,143.58498612083736,0.593742614,3,10,10,143.58500056857434,142.2788011611792,0.3756839999999999,143.58499799889867,143.5849979988987,2.404573
m7_ar2_1,190.235,190.235,min,190.23500000065437,-inf,0,303.1035559028387,,0.0,0.0,0.0,0.0,0.0,0.0,190.2349965243224,190.23499645568432,0.2556515885517001,3.2397812800481915,3.0386308319866657,0.2011504480615258,3.0,9.0,1.0,2.0,2.0,190.2349965243224,190.23499648570214,0.2613648632541299,1.0159369772300124,0.883158091455698,0.1327788857743144,2.0,5.0,0.0,2.0,0.0,190.2349732531435,190.2349732531435,1.616857851,2,10,10,190.2350000476907,188.7008295686503,1.813215,190.23499715720192,189.3184778162104,7.346266
m7_ar3_1,143.585,143.585,min,inf,inf,,,,,,,,,,143.58499687824644,142.6305524815547,0.2567894561216235,302.28659090120345,126.81595220509917,175.4706386961043,144.0,471.0,264.0,3.0,143.0,156.03795655567902,156.03795655235638,0.26945126708596945,0.7126909419894218,0.5744396364316344,0.1382513055577874,2.0,6.0,1.0,2.0,0.0,143.58499959895056,143.58499959895056,2.169085003,4,10,10,143.58499982495283,142.1507254985151,2.362637,143.58499787708996,143.58499787709,8.129183
m7_ar4_1,106.7568769,106.7568769,min,inf,inf,,,,,,,,,,106.75687596472984,106.75675245310634,0.27528372034430504,1.6604419257491827,1.396621037274599,0.2638208884745836,2.0,6.0,0.0,2.0,1.0,106.75687596472984,106.75687596472984,0.26109163276851177,1.1895726220682263,0.9769019708037376,0.2126706512644887,2.0,6.0,0.0,2.0,0.0,106.75687691363568,106.75687691363564,0.984567445,3,10,20,106.75687691365586,105.8590065581322,0.971823,106.75687691365584,106.7568769136559,1.919181
m7_ar5_1,106.4600058,106.4600058,min,inf,inf,,,,,,,,,,106.46000474068518,106.45989996581825,0.2614479186013341,6.043407364748418,5.797767770476639,0.245639594271779,3.0,11.0,4.0,2.0,2.0,106.46000474068518,106.46000474076165,0.26113080233335495,1.966191996820271,1.7085656989365816,0.2576262978836894,2.0,6.0,1.0,2.0,0.0,106.46000414806532,106.46000414806532,3.56707611,5,10,20,106.46000575999975,105.4616130053582,2.561325,106.46000535522582,106.0536149996023,6.904385
