name,primalbound,dualbound,objsense,noncvx_bonmin.obj,noncvx_bonmin.dual_obj,noncvx_bonmin.load_time,noncvx_bonmin.calc_time,noncvx_bonmin.solver_time,noncvx_bonmin.python_time,noncvx_bonmin.iter_nr,noncvx_bonmin.NLP_runs,noncvx_bonmin.FNLP_runs,noncvx_bonmin.MIQP_runs,noncvx_bonmin.MILP_runs,noncvx_sbmiqp.obj,noncvx_sbmiqp.dual_obj,noncvx_sbmiqp.load_time,noncvx_sbmiqp.calc_time,noncvx_sbmiqp.solver_time,noncvx_sbmiqp.python_time,noncvx_sbmiqp.iter_nr,noncvx_sbmiqp.NLP_runs,noncvx_sbmiqp.FNLP_runs,noncvx_sbmiqp.MIQP_runs,noncvx_sbmiqp.MILP_runs,noncvx_sbmiqp_ee.obj,noncvx_sbmiqp_ee.dual_obj,noncvx_sbmiqp_ee.load_time,noncvx_sbmiqp_ee.calc_time,noncvx_sbmiqp_ee.solver_time,noncvx_sbmiqp_ee.python_time,noncvx_sbmiqp_ee.iter_nr,noncvx_sbmiqp_ee.NLP_runs,noncvx_sbmiqp_ee.FNLP_runs,noncvx_sbmiqp_ee.MIQP_runs,noncvx_sbmiqp_ee.MILP_runs,noncvx_shot.obj,noncvx_shot.dual_obj,noncvx_shot.calc_time,noncvx_shot.NLP_runs,noncvx_shot.MIP_runs,noncvx_shot.relaxed_MIP_runs,noncvx_gurobi.obj,noncvx_gurobi.dual_obj,noncvx_gurobi.calc_time,noncvx_scip.obj,noncvx_scip.dual_obj,noncvx_scip.calc_time
gastrans582_cold13_95,0.0,0.0,min,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,1.7976931348623157e+308,0,179.496865232,13,00130,00,0,0,11.996613000000002,0,0,300.207512
gastrans582_cold17,0.0,0.0,min,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,1.7976931348623157e+308,0,255.139299518,18,00180,00,0,0,15.277631,0,0,269.923265
gastrans582_cold17_95,0.0,0.0,min,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,1.7976931348623157e+308,0,189.18830349700002,13,00130,00,0,0,300.044373,0,0,300.071438
gastrans582_cool12,0.0,0.0,min,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,1.7976931348623157e+308,0,230.858619601,15,00150,00,0,0,15.481076,0,0,300.073358
gastrans582_cool12_95,0.0,0.0,min,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,1.7976931348623157e+308,0,226.34456469499997,16,00160,00,0,0,57.006875,0,0,300.07739200000003
gastrans582_cool14,0.0,0.0,min,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,1.7976931348623157e+308,0,109.612663144,6,0060,00,0,0,70.599272,0,0,300.07257300000003
gastrans582_cool14_95,0.0,0.0,min,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,1.7976931348623157e+308,0,153.63825333999998,10,00100,00,0,0,17.433449999999997,0,0,300.071448
gastrans582_freezing27,,inf,min,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,1.7976931348623157e+308,-1.7976931348623157e+308,2.850960736,0,0000,00,inf,inf,,0,0,300.080826
gastrans582_freezing27_95,,inf,min,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,1.7976931348623157e+308,-1.7976931348623157e+308,5.6402682319999995,0,0000,00,inf,inf,,0,0,300.076271
gastrans582_freezing30,0.0,0.0,min,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,1.7976931348623157e+308,0,124.584377024,7,0070,00,0,0,13.454901,0,0,300.072731
gastrans582_freezing30_95,0.0,0.0,min,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,1.7976931348623157e+308,0,212.16527102499998,15,00150,00,0,0,14.658044,0,0,300.087577
gastrans582_mild10,0.0,0.0,min,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,1.7976931348623157e+308,0,162.344725408,9,0090,00,0,0,4.145114,0,0,300.092066
gastrans582_mild10_95,0.0,0.0,min,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,1.7976931348623157e+308,0,263.55023248,19,00190,00,0,0,49.714347,0,0,300.080312
gastrans582_mild11,0.0,0.0,min,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,1.7976931348623157e+308,0,244.875549348,20,00200,00,0,0,16.982688000000003,0,0,29.82382
gastrans582_mild11_95,0.0,0.0,min,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,1.7976931348623157e+308,0,190.465486075,13,00130,00,0,0,9.921882,0,0,300.115379
gastrans582_warm15,0.0,0.0,min,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,1.7976931348623157e+308,0,210.927330256,17,00170,00,0,0,40.737624,0,0,7.451572
gastrans582_warm15_95,0.0,0.0,min,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,1.7976931348623157e+308,0,182.747621922,13,00130,00,0,0,15.582124,0,0,300.06544599999995
gastrans582_warm31,0.0,0.0,min,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,1.7976931348623157e+308,0,198.196988931,17,00170,00,0,0,9.51817,0,0,81.319621
gastrans582_warm31_95,0.0,0.0,min,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,1.7976931348623157e+308,0,228.199176421,19,00190,00,0,0,49.233137,0,0,32.693793
gear4,1.643428474,1.643428474,min,1.643428473986655,-inf,0,59.79336843173951,,0.0,0.0,0.0,0.0,0.0,0.0,165.1196716669457,195.99143941060083,0.24629039596766233,0.1586614856496453,0.0905276015400886,0.0681338841095566,5.0,15.0,0.0,5.0,4.0,235.0034431026336,235.00344310263358,0.27046372555196285,0.0808067340403795,0.0443427329882979,0.0364640010520815,4.0,12.0,0.0,4.0,0.0,945.99143940676981,0,0.134565604,8,00170,00,1.643428473966196,1.643428473966196,0.091549,31.498538989791992,0,0.168618
ghg_1veh,7.781634885,7.781633845,min,7.7816348853329,-inf,0,0.0339122135192155,,0.0,0.0,0.0,0.0,0.0,0.0,7.781634777411599,7.781634778727874,0.08255365677177906,0.0487448889762163,0.0348768206313252,0.013868068344891,2.0,2.0,0.0,2.0,0.0,7.781634777411599,7.781634778727874,0.07944647315889597,0.0498908432200551,0.0352046890184283,0.0146861542016267,2.0,2.0,0.0,2.0,0.0,1.7976931348623157e+308,-12.535561207688136,3.75932275,7,0070,00,7.867977210082277,-1.075874754000305,0.0585409999999999,7.801224655055187,-21.46514768356208,0.059973
ghg_2veh,7.770904543,7.211013447,min,7.781621772965486,-inf,0,0.2319475021213293,,0.0,0.0,0.0,0.0,0.0,0.0,7.770904507805553,7.770904502956747,0.2020229771733284,0.2035100748762488,0.178370775654912,0.0251392992213368,2.0,3.0,0.0,2.0,1.0,7.770904507805553,7.770904507805553,0.21542418096214533,0.2004896458238363,0.1803242210298776,0.0201654247939586,2.0,3.0,0.0,2.0,0.0,1.7976931348623157e+308,0,20.860968266,5,0050,00,7.843837938804532,6.661338147750939e-16,0.214183,8.060367345572452,0,0.216315
ghg_3veh,7.75400605,6.391782164,min,inf,inf,,,,,,,,,,7.781124788229996,7.781123129834559,0.42819697596132755,1.3164219800382853,1.201576464809477,0.1148455152288079,2.0,3.0,0.0,2.0,1.0,7.781124788229996,7.781124788229996,0.4467579759657383,1.674811452627182,1.5287982020527124,0.1460132505744695,2.0,3.0,0.0,2.0,0.0,1.7976931348623157e+308,0,96.266954376,12,00120,00,7.804016451027719,2.220446049250313e-15,1.328522,7.781124773454959,0,1.339388
gkocis,-1.923098738,-1.923098738,min,-1.923098737624322,-inf,0,0.0328600462526083,,0.0,0.0,0.0,0.0,0.0,0.0,-1.9230988288847424,-1.9230988288847426,0.052004583179950714,0.0436632372438907,0.0209940932691097,0.022669143974781,3.0,5.0,0.0,3.0,2.0,-1.720971772497526,-1.720971772497526,0.06497374083846807,0.0210931049659848,0.0104863597080111,0.0106067452579736,2.0,3.0,0.0,2.0,0.0,-1.9230987390737262,-1.9252501145069694,0.097999378,5,0050,00,-1.923098735767847,-1.940317366555259,0.012219,-1.923026197732268,-1.923100206202565,0.018429
hadamard_4,3.0,3.0,max,-9.989999999998316e-12,,0,0.016590466722846,,0.0,0.0,0.0,0.0,0.0,0.0,7.494096406374967e-09,,0.026326658204197884,0.0120458360761404,0.0048494758084416,0.0071963602676987,2.0,2.0,0.0,2.0,0.0,7.494096406374967e-09,,0.029080495238304138,0.0140538671985268,0.0057004997506737,0.008353367447853,2.0,2.0,0.0,2.0,0.0,3,3,0.09509871,0,0010,10,3,6,0.0212429999999999,3,7.000000000000001,0.020938
hadamard_5,5.0,5.0,max,-9.989999999998316e-12,,0,0.0488891582936048,,0.0,0.0,0.0,0.0,0.0,0.0,7.494096406374967e-09,,0.1456012101843953,0.0178370345383882,0.0083182109519839,0.0095188235864043,2.0,2.0,0.0,2.0,0.0,7.494096406374967e-09,,0.16058040596544743,0.0205615349113941,0.0098866960033774,0.0106748389080166,2.0,2.0,0.0,2.0,0.0,5,5,13.160214053,0,0010,10,5,38,0.027586,-8.881784197001252e-16,47.2,0.027929
hadamard_6,9.0,25.0,max,-9.989999999998316e-12,,0,0.8337874868884683,,0.0,0.0,0.0,0.0,0.0,0.0,7.494096406374967e-09,,1.4536831518635154,0.0866761496290564,0.0628796955570578,0.0237964540719985,2.0,2.0,0.0,2.0,0.0,7.494096406374967e-09,,1.5611786991357803,0.1004646476358175,0.0740156508982181,0.0264489967375993,2.0,2.0,0.0,2.0,0.0,9.0000000099899999,71.249999999999943,299.985254777,1,1000,10,8,300,0.099575,3,360,0.10242
hadamard_7,32.0,721.0,max,-9.989999999998316e-12,,0,14.919973811134696,,0.0,0.0,0.0,0.0,0.0,0.0,7.494096406374967e-09,,18.008165972307324,0.8220311775803566,0.6534944409504533,0.1685367366299033,2.0,2.0,0.0,2.0,0.0,7.494096406374967e-09,,17.32117203157395,0.9032591581344604,0.7216720022261143,0.1815871559083461,2.0,2.0,0.0,2.0,0.0,24.00000000999,975.45318425279186,300.00702075699996,4,1000,10,0,2520,0.8628020000000001,0,2520,0.913285
hadamard_8,56.0,14267.56437,max,-9.989999999998316e-12,,0,191.36029029171917,,0.0,0.0,0.0,0.0,0.0,0.0,7.494096406374967e-09,,204.43339285440743,10.326346299611032,8.391185652464628,1.935160647146404,2.0,2.0,0.0,2.0,0.0,7.494096406374967e-09,,205.90292249340564,10.709949160926044,8.689765773713589,2.0201833872124557,2.0,2.0,0.0,2.0,0.0,24.00000000999,15780.166666667403,299.165567002,2,1000,10,0,10000000000000000159028911097599180468360808563945281389781327557747838772170381060813469985856815104,10.625651,3,20160,11.934084
hadamard_9,144.0,,max,-inf,inf,,,,,,,,,,-inf,inf,,,,,,,,,,-inf,inf,,,,,,,,,,-1.7976931348623157e+308,1.7976931348623157e+308,1153.62739449,0,0000,10,0,10000000000000000159028911097599180468360808563945281389781327557747838772170381060813469985856815104,10.406594,0,10000000000000000159028911097599180468360808563945281389781327557747838772170381060813469985856815104,10.406594
hda,-5964.534084,-5964.534089,min,-5964.53408346061,-inf,0,276.4032429736108,,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,1.7976931348623157e+308,-6692.4704353843554,326.13583860899996,31,1080,00,inf,inf,,inf,inf,
heatexch_gen1,154895.933,100552.1931,min,inf,inf,,,,,,,,,,595268.5021631129,43007.470147727276,0.12864834070205688,4.9887040462344885,4.866974223405123,0.1217298228293657,2.0,7.0,4.0,2.0,0.0,595268.5021631129,149408.51936010856,0.12968079280108213,5.395101488567889,5.216136200353503,0.1789652882143855,2.0,7.0,4.0,2.0,0.0,189305.23718825114,100500.00000004785,79.12059276599999,24,00240,00,193437.99205476398,100500,5.000024000000001,0,100502.0191590548,5.003195000000001
heatexch_gen2,635838.8464,583986.9098,min,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,1355902.165716561,1590.0125080900871,64.821826974,12,0050,00,1037135.4610223519,579990.0125080897,300.536592,18090.012508090087,580000.6001924118,300.445849
heatexch_gen3,64843.69761,56002.61806,min,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,1.7976931348623157e+308,783.01806449992148,341.895149068,29,10200,00,783.0180644999214,52005.59412354749,300.146377,783.0180644999214,52268.43097464358,300.13345100000004
heatexch_spec1,154997.3349,154954.8189,min,154997.33486602956,-inf,0,0.5999720981344581,,0.0,0.0,0.0,0.0,0.0,0.0,154997.33363762926,154997.33281645726,0.0836683576926589,0.3097637044265866,0.2596746766939759,0.0500890277326107,3.0,9.0,0.0,3.0,2.0,166509.57213686657,166509.57213686657,0.08227929100394249,0.1432806486263871,0.1223837444558739,0.0208969041705131,2.0,6.0,0.0,2.0,0.0,167602.49002697982,0,0.613855686,6,0060,00,595481.380408325,113626.1868407784,0.3202129999999999,27776.49873940954,109158.5068018531,0.321
heatexch_spec2,634977.8284,634977.7236,min,634977.8284156893,-inf,0,3.912248087115586,,0.0,0.0,0.0,0.0,0.0,0.0,634976.3287780631,634976.3287780631,0.0774730984121561,0.6698414459824562,0.4665357368066907,0.2033057091757655,2.0,5.0,0.0,2.0,1.0,634976.3287780631,634976.3287780631,0.07648597657680511,0.900634734891355,0.6480086566880345,0.2526260782033205,3.0,7.0,0.0,3.0,0.0,662134.77475048834,6.3299538074041468,1.188897989,5,0050,00,684555.6056073485,602239.5087320937,0.6804399999999999,46012.41682363073,593575.9478920554,0.6810849999999999
heatexch_spec3,64141.64425,63595.49388,min,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,474754.62461658078,3.0302074294896135,6.468520258,3,0040,00,64141.64424620745,58005.51256483463,300.039177,64428.37515950631,58302.66938063875,300.553715
heatexch_trigen,1001973.081,1002030.768,max,-inf,inf,,,,,,,,,,-inf,inf,,,,,,,,,,-inf,inf,,,,,,,,,,-1.7976931348623157e+308,1.7976931348623157e+308,0.079187252,0,0000,00,1001973.0805624558,1005172.076385258,0.283893,997787.0805315016,1007493.391909379,1.384755
hybriddynamic_var,1.536415162,1.536415126,min,1.536415162246069,-inf,0,0.1235158052295446,,0.0,0.0,0.0,0.0,0.0,0.0,1.536415142589554,1.536415142589554,0.08722782414406538,0.2214713832363486,0.0687820240855217,0.1526893591508269,2.0,3.0,0.0,2.0,1.0,1.536415142589554,1.536415142589554,0.07862550020217896,0.1307332804426551,0.0447918912395834,0.0859413892030716,2.0,3.0,0.0,2.0,0.0,1.7976931348623157e+308,-1.7976931348623157e+308,0.018624617,0,0000,00,1.5364151722505655,1.523807484161981,0.032429,1.5364151533747297,1.524112722766064,0.133156
johnall,-224.7301616,-224.7301616,min,-224.73016162120535,-inf,0,0.7643862180411816,,0.0,0.0,0.0,0.0,0.0,0.0,-224.73016203509988,-224.73016203487933,15.755798200145364,3.059406696818769,1.9664577674120665,1.0929489294067023,2.0,3.0,0.0,2.0,0.0,-224.73016203509988,-23.63308026346582,9.926734128966928,2.3686584271490574,1.4225359680131078,0.9461224591359496,2.0,3.0,0.0,2.0,0.0,1.7976931348623157e+308,-302.89423495612607,289.24417732700005,1,1010,00,-224.73016161773384,-226.9699099062881,1.5866330000000002,inf,inf,
kan_peaks_h1_n2_g24,-5.195664997,-5.195664997,min,2.4716387953205494,-inf,0,5.033558721654117,,0.0,0.0,0.0,0.0,0.0,0.0,0.7148756042678313,0.7871483054646816,5.2616266421973705,15.114802773110569,7.3812102023512125,7.733592570759356,2.0,5.0,0.0,2.0,1.0,0.7148756042678313,0.7871483054646816,5.129615070298314,15.34122939221561,7.1171221528202295,8.22410723939538,2.0,5.0,0.0,2.0,0.0,1.7976931348623157e+308,-1.7976931348623157e+308,0.09453637599999999,0,0000,00,-5.195664994851559,-5.195664996851562,1.160406,0,-5.19566499685156,15.172953
kan_peaks_h1_n2_g3,-3.724299989,-3.724299989,min,-2.3072206885659727,-inf,0,0.2996334126219153,,0.0,0.0,0.0,0.0,0.0,0.0,-3.18619717825212,-3.132713756700046,0.6122606871649623,1.1458253543823955,0.7307665897533298,0.415058764629066,2.0,2.0,0.0,2.0,0.0,-3.18619717825212,-3.132713756700046,0.6023780088871717,1.0977259492501616,0.7008623909205198,0.3968635583296418,2.0,2.0,0.0,2.0,0.0,1.7976931348623157e+308,-1.7976931348623157e+308,0.038313327999999994,0,0000,00,-3.724299987059871,-3.724299989059872,0.196969,0,-3.724299989059869,1.161545
kan_peaks_h1_n5,-6.553108807,-6.553136808,min,inf,inf,,,,,,,,,,0.3584775277017778,0.3584775277017778,13.836346287280321,49.59594985563308,31.275574675761163,18.32037517987192,2.0,5.0,0.0,2.0,1.0,0.3584775277017778,0.3584775277017778,12.863641986623406,43.43163619097322,28.46544545236975,14.966190738603473,2.0,5.0,0.0,2.0,0.0,-3.0233264673495159,-33.850642990840299,30.364124605,10,0050,00,-4.963652078987685,-19.86670465040498,49.62063199999999,0,-26.24237583723264,49.651847
kan_r3_h1_n3,-0.01365485993,-0.01365485993,min,inf,inf,,,,,,,,,,1.299247400873648,2.034293782647905,6.1794388089329,19.696566010825336,10.848177201114597,8.848388809710741,2.0,5.0,0.0,2.0,0.0,1.299247400873648,2.034293782647905,5.901239228434861,20.474407798610628,10.207544597797096,10.266863200813532,2.0,5.0,0.0,2.0,0.0,9.5543023690718716,-0.013654859930738894,13.786086314,7,0060,00,1.112547965349222,-0.01365485993073889,19.717139,0,-0.01365485993073889,19.734978
kan_r3_h1_n4,0.002781237224,-68.849874,min,202.12288434164017,-inf,0,7.642937598749995,,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,1.7976931348623157e+308,-1.7976931348623157e+308,0.149579107,0,0000,00,0.07657006275451295,-63.53409279285103,300.03109,89.17016316858826,-102.6464683062932,300.112263
kan_r3_h1_n5,-0.01104267941,-27.14361166,min,36.54332880945296,-inf,0,5.993914308026433,,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,1.7976931348623157e+308,-1.7976931348623157e+308,0.21818210200000002,0,0000,00,0.001430168205388327,-38.35121550364738,300.038299,2.531021159704068,-44.38252133214428,300.091143
kan_r3_h1_n9,0.01296366005,-107.4452405,min,237.45793686173795,-inf,0,16.579102660529315,,0.0,0.0,0.0,0.0,0.0,0.0,0.6284150103688221,0.6284093432677109,96.81643574405462,104.6958279516548,67.61237554997206,37.083452401682734,2.0,3.0,0.0,2.0,0.0,0.6284150103688221,0.6284093432677109,87.86322806868702,102.62609649822116,63.39203388802707,39.23406261019409,2.0,3.0,0.0,2.0,0.0,1.7976931348623157e+308,-1.7976931348623157e+308,0.5809710180000001,0,0000,00,1213.650233297871,-255.4995325483395,104.735661,0,-369.6874227193887,104.811599
kan_r5_h1_n3,-262.3058993,-5484.335905,min,inf,inf,,,,,,,,,,65.0962356545122,65.09605704973688,6.054073731414974,17.826848570257425,8.523937808349729,9.302910761907697,2.0,3.0,0.0,2.0,0.0,65.0962356545122,65.09605704973688,5.842242680490017,17.170582874678075,6.970004789531231,10.200578085146844,2.0,3.0,0.0,2.0,0.0,764.8636763293016,-25236.947037825837,93.693587905,31,0060,00,232.3585884996064,-18192.87088935368,17.845926000000002,0,-25236.94704639998,17.85934
kan_r5_h1_n5,0.2726545096,-10.80477537,min,inf,inf,,,,,,,,,,1.9182417804727383,4.057763515796714,18.386696632951498,30.39744211826473,13.187477530911565,17.20996458735317,2.0,3.0,0.0,2.0,1.0,1.9182417804727383,4.057763515796714,16.882392638362944,32.62914338801056,12.079249842092397,20.549893545918167,2.0,3.0,0.0,2.0,0.0,1.7976931348623157e+308,-1.7976931348623157e+308,0.178287922,0,0000,00,50.70431767568311,-10.80477537133811,30.421928,0,-10.80477537133766,30.46114
kan_r5_h1_n8,0.3606212764,-140.61921,min,8.179493940227776,-inf,0,19.26236351300031,,0.0,0.0,0.0,0.0,0.0,0.0,49.51383811020612,53.62325336764769,60.871910714544356,66.67612911295146,25.456678453832865,41.21945065911859,2.0,3.0,0.0,2.0,0.0,49.51383811020612,53.62325336764769,59.69075969606638,57.25325863156468,23.87775830551982,33.37550032604486,2.0,3.0,0.0,2.0,0.0,1.7976931348623157e+308,-1.7976931348623157e+308,0.386091595,0,0000,00,1077.46468951591,-260.8637342236281,66.710977,0,-303.9500006754192,66.74865600000001
kport20,31.8092982,31.80929785,min,inf,inf,,,,,,,,,,34.82946508849911,32.13113422139306,0.5287343207746744,300.29393607284874,277.5700283478945,22.723907724954188,123.0,610.0,593.0,3.0,121.0,32.93034044335884,32.93034044335884,0.5007265005260706,84.65393577888608,80.03793178498745,4.61600399389863,44.0,67.0,46.0,44.0,0.0,1.7976931348623157e+308,27.922267203655863,0.195162198,5,0080,00,31.90166205096257,31.58269069293535,37.030563,31.809298200252343,31.50786735087502,137.969448
kport40,37.17581241,35.70087087,min,inf,inf,,,,,,,,,,37.62534754086224,37.37476519917892,0.44771555718034506,4.412215543910861,3.1307015558704734,1.2815139880403876,3.0,10.0,3.0,2.0,2.0,37.62534754086224,37.62534754082891,0.42143626883625984,2.334362163208425,0.5453622695058584,1.7889998937025666,2.0,5.0,0.0,2.0,0.0,1.7976931348623157e+308,31.003212105432645,3.2584798220000004,8,00110,00,39.61746786306994,31.94827580918869,4.423879,40.65441270137092,31.81012008702641,4.430421
lip,5685067.877,5685067.881,max,-inf,inf,,,,,,,,,,5510651.864471845,,0.12335259653627872,0.2802066821604967,0.2526125609874725,0.0275941211730241,2.0,4.0,1.0,2.0,1.0,5510651.864471845,,0.11721008457243443,0.2639427212998271,0.2446053335443139,0.0193373877555131,2.0,4.0,1.0,2.0,0.0,5643467.8770016767,19160315.855666269,0.969690857,9,00330,00,5680851.850225208,5721364.100742257,0.038869,5678667.877001677,5752047.379141026,0.290588
mbtd,4.666660034,3.515835946,min,inf,inf,,,,,,,,,,9.666759520199708,9.708382713798587,417.98909471184015,234.5611689221114,229.90527055971324,4.655898362398148,4.0,13.0,0.0,3.0,3.0,10.33339922587385,45.006754383500194,580.0069884071127,137.05997474584728,134.64057139866054,2.419403347186744,2.0,6.0,0.0,2.0,0.0,4.6666599994333211,4.4999900000000057,298.8726432,7,1000,10,4.66665999999999,4.66665999943333,139.151777,9.416729999999765,2.5,236.34317
milinfract,2.63389959,2.63389959,max,-inf,inf,,,,,,,,,,-inf,inf,,,,,,,,,,-inf,inf,,,,,,,,,,-1.7976931348623157e+308,1.7976931348623157e+308,2.0328839199999997,0,0000,00,2.625574002119394,2.641817854023706,3.741797,2.63032826114924,2.653702651378183,236.657566
multiplants_mtg1a,391.6133684,391.6520411,max,391.6133684290167,,0,302.1199498428032,,0.0,0.0,0.0,0.0,0.0,0.0,391.6133684244194,,9.052455425262451e-07,4.38772897887975,3.809847586788237,0.5778813920915127,3.0,11.0,0.0,3.0,1.0,385.927330728607,,1.1613592505455017e-06,2.7057954650372267,2.297933954745531,0.4078615102916956,2.0,6.0,0.0,2.0,0.0,-1.7976931348623157e+308,1.7976931348623157e+308,0.113070724,0,0030,00,385.9273306915757,541.5904267826834,4.399883,227.1263490689811,36574.13861610305,4.404197
multiplants_mtg1b,450.5478177,458.4688915,max,450.547817740218,,0,302.1944170827046,,0.0,0.0,0.0,0.0,0.0,0.0,450.3345265484692,,0.5848117657005787,11.701134732924402,11.197881545871496,0.5032531870529056,3.0,11.0,1.0,3.0,2.0,391.4713558626053,,0.5824261354282498,6.105239558033645,5.727631074376404,0.3776084836572408,2.0,6.0,0.0,2.0,0.0,-1.7976931348623157e+308,1.7976931348623157e+308,0.11698043899999999,0,0030,00,428.4675484546518,1455.091709966605,11.716188,42.78742446477172,305628.7503323709,11.724342
multiplants_mtg1c,683.9711885,931.1145178,max,-inf,inf,,,,,,,,,,683.971188563662,,0.9137666346505284,5.045344022102654,3.863877834752202,1.181466187350452,2.0,6.0,0.0,2.0,1.0,683.971188563662,,0.8656046409159899,4.607163516804576,3.507133753038943,1.100029763765633,2.0,6.0,0.0,2.0,0.0,-1.7976931348623157e+308,1.7976931348623157e+308,0.151019415,0,0030,00,465.523426325371,4755.712670701752,5.057681,57.39330207507248,246861.0756618249,5.067381
multiplants_mtg2,7099.186211,7099.186218,max,7089.2307426174175,,0,173.84904785547403,,0.0,0.0,0.0,0.0,0.0,0.0,7086.189444826403,,0.8323275186121464,3.949357397854328,3.135323330760002,0.814034067094326,2.0,6.0,0.0,2.0,1.0,7086.189444826403,,0.8364036278799176,3.983455534093082,3.0669702338054776,0.9164853002876044,2.0,6.0,0.0,2.0,0.0,-1.7976931348623157e+308,1.7976931348623157e+308,0.15180632800000002,0,0030,00,6948.175274652805,6948.175274652805,1.030546,0,190756.364917466,3.96339
multiplants_mtg5,5924.649301,5924.699043,max,5897.806290784842,,0,89.42951074801385,,0.0,0.0,0.0,0.0,0.0,0.0,5922.519457502908,,0.5250364914536476,18.890053232200444,18.360354584641755,0.5296986475586891,3.0,11.0,1.0,3.0,2.0,5912.6481550385015,,0.5612009763717651,27.975139750167727,27.25676656793803,0.7183731822296977,3.0,11.0,2.0,3.0,0.0,-1.7976931348623157e+308,1.7976931348623157e+308,0.11462061899999999,0,0030,00,5919.233620448065,5975.842028180264,7.065467,5645.348450894458,346292.4406933694,18.903724
multiplants_mtg6,5314.431182,5338.499052,max,5047.422901380151,,0,302.9683362906799,,0.0,0.0,0.0,0.0,0.0,0.0,5269.566423850366,,2.4420327926054597,88.62571586668491,85.06764467060566,3.558071196079254,2.0,6.0,1.0,2.0,1.0,5269.566423850366,,1.8089589579030871,84.6341197937727,81.5638772919774,3.070242501795292,2.0,6.0,1.0,2.0,0.0,-1.7976931348623157e+308,1.7976931348623157e+308,0.22725595499999998,0,0030,00,5047.101731785965,5047.101731785965,1.613846,5202.185482628322,9575.89734603581,88.650073
multiplants_stg1,355.0866387,1245.219831,max,322.5120366422167,,0,301.6379242558032,,0.0,0.0,0.0,0.0,0.0,0.0,354.6631870753053,,1.4479885315522552,115.37121219653636,107.72979939356446,7.6414128029718995,6.0,24.0,0.0,4.0,5.0,325.9769230651509,,2.042242112569511,35.707542647607625,32.05829078145325,3.6492518661543727,2.0,6.0,0.0,2.0,0.0,-1.7976931348623157e+308,66661,5.862850837,14,00140,00,338.3901235061978,2654.411668344094,115.394033,298.0886835476141,10303.91806558589,115.503236
multiplants_stg1a,390.9655223,705.8314237,max,172.87849906733908,,0,301.9268679032102,,0.0,0.0,0.0,0.0,0.0,0.0,390.9655226479612,,1.6055362848564982,213.9116707853973,195.07880216278136,18.832868622615933,36.0,164.0,0.0,3.0,35.0,342.4683037317635,,1.6028412664309144,22.878873290494084,20.12843274511397,2.7504405453801155,2.0,5.0,0.0,2.0,0.0,-1.7976931348623157e+308,46868.5,5.235398547,9,0090,00,369.0239828719004,2018.730408368062,213.94897,356.0073550247703,7941.269232592263,214.228157
