name,primalbound,dualbound,objsense,noncvx_bonmin.obj,noncvx_bonmin.dual_obj,noncvx_bonmin.load_time,noncvx_bonmin.calc_time,noncvx_bonmin.solver_time,noncvx_bonmin.python_time,noncvx_bonmin.iter_nr,noncvx_bonmin.NLP_runs,noncvx_bonmin.FNLP_runs,noncvx_bonmin.MIQP_runs,noncvx_bonmin.MILP_runs,noncvx_sbmiqp.obj,noncvx_sbmiqp.dual_obj,noncvx_sbmiqp.load_time,noncvx_sbmiqp.calc_time,noncvx_sbmiqp.solver_time,noncvx_sbmiqp.python_time,noncvx_sbmiqp.iter_nr,noncvx_sbmiqp.NLP_runs,noncvx_sbmiqp.FNLP_runs,noncvx_sbmiqp.MIQP_runs,noncvx_sbmiqp.MILP_runs,noncvx_sbmiqp_ee.obj,noncvx_sbmiqp_ee.dual_obj,noncvx_sbmiqp_ee.load_time,noncvx_sbmiqp_ee.calc_time,noncvx_sbmiqp_ee.solver_time,noncvx_sbmiqp_ee.python_time,noncvx_sbmiqp_ee.iter_nr,noncvx_sbmiqp_ee.NLP_runs,noncvx_sbmiqp_ee.FNLP_runs,noncvx_sbmiqp_ee.MIQP_runs,noncvx_sbmiqp_ee.MILP_runs,noncvx_shot.obj,noncvx_shot.dual_obj,noncvx_shot.calc_time,noncvx_shot.NLP_runs,noncvx_shot.MIP_runs,noncvx_shot.relaxed_MIP_runs,noncvx_gurobi.obj,noncvx_gurobi.dual_obj,noncvx_gurobi.calc_time,noncvx_scip.obj,noncvx_scip.dual_obj,noncvx_scip.calc_time
autocorr_bern55-41,-337388.0,-1930109.0,min,-335976.0,-inf,0,20.9023504415527,,0.0,0.0,0.0,0.0,0.0,0.0,-337056.0000000075,-337056.0000000075,61.58600707631558,13.137627994641662,12.754290343262255,0.3833376513794064,2.0,2.0,0.0,2.0,1.0,-337056.0000000075,-337056.00072467333,60.04500748682767,12.866712000221014,12.536087124608455,0.3306248756125569,2.0,2.0,0.0,2.0,0.0,-329912.00000001001,-3840610.5316228867,299.729433503,5,1000,10,-8900,-6339040,13.304484,0,-100000000000000000000,13.527771
autocorr_bern55-55,-241912.0,-1576169.0,min,-239860.0,-inf,0,31.506727159954607,,0.0,0.0,0.0,0.0,0.0,0.0,-238476.00000000748,-238476.00000000748,81.29761157557368,16.312262994237244,15.865205083973706,0.4470579102635383,2.0,2.0,0.0,2.0,1.0,-238476.00000000748,-238476.00117048997,80.76472704205662,15.117968345992267,14.71904781460762,0.3989205313846469,2.0,2.0,0.0,2.0,0.0,-227548.00000000998,-2946371.2297174605,299.970519119,4,1000,10,0,-8900712,16.504266,0,-8900712,17.077434
autocorr_bern60-08,-6792.0,-10451.04674,min,-6647.99999999999,-inf,0,0.935976454988122,,0.0,0.0,0.0,0.0,0.0,0.0,-6728.000000007494,-6728.000000007494,6.237920459359884,0.4547502361238003,0.4206521697342396,0.0340980663895607,2.0,2.0,0.0,2.0,1.0,-6728.000000007494,-6728.000054899668,6.257638304494321,0.4565169084817171,0.427704356610775,0.0288125518709421,2.0,2.0,0.0,2.0,0.0,-6740.0000000099908,-20918.226153855183,299.941284472,3,1000,10,-1452,-95824,0.4750359999999999,-84,-191648.000000001,0.482612
autocorr_bern60-15,-45232.0,-111539.3141,min,-44535.99999999999,-inf,0,2.2254890175536275,,0.0,0.0,0.0,0.0,0.0,0.0,-44448.00000000749,-44448.000000007494,8.893943605013192,2.3626376297324896,2.277782879769802,0.0848547499626874,2.0,2.0,0.0,2.0,1.0,-44448.00000000749,-44448.0001932971,8.869114459492266,2.419164339080453,2.3436816511675715,0.0754826879128813,2.0,2.0,0.0,2.0,0.0,-44572.000000009997,-308345.26345407264,299.952709382,5,1000,10,-37560,-756056,2.401828,-364,-1512112.000000001,2.450707
autocorr_bern60-30,-261368.0,-1066563.127,min,-259040.0,-inf,0,11.084173468872905,,0.0,0.0,0.0,0.0,0.0,0.0,-259328.00000000748,-259328.00000000748,42.64129167981446,7.56465776450932,7.272596216760576,0.2920615477487445,2.0,2.0,0.0,2.0,1.0,-259328.00000000748,-259328.0005753787,42.00243780296296,6.762816431000829,6.516334624029696,0.2464818069711327,2.0,2.0,0.0,2.0,0.0,-258256.00000000998,-2625440.4230698813,299.78276235600003,10,1000,10,0,-4800040,7.733463,0,-100000000000000000000,7.826585
autocorr_bern60-45,-479032.0,-3134463.0,min,-477796.0,-inf,0,32.03705505467951,,0.0,0.0,0.0,0.0,0.0,0.0,-478640.0000000075,-478640.0009455506,84.74428155273199,17.744832350872457,17.279584983363748,0.4652473675087094,2.0,2.0,0.0,2.0,0.0,-478640.0000000075,-478640.0009455506,90.24969720467925,21.966772799380124,21.5278579313308,0.4389148680493235,2.0,2.0,0.0,2.0,0.0,-466888.00000001007,-6302164.6777219707,299.660283949,5,1000,10,0,-9057216,17.956603,0,-18114432,18.463457
autocorr_bern60-60,-350640.0,-2627102.0,min,-343292.0,-inf,0,30.47370624635369,,0.0,0.0,0.0,0.0,0.0,0.0,-350768.0000000075,-350768.0000000075,114.1414595656097,23.613132297061384,23.05737692676485,0.5557553702965379,2.0,2.0,0.0,2.0,1.0,-350768.0000000075,-350768.00198177726,120.31651740614325,23.330698687583208,22.799223146401346,0.5314755411818624,2.0,2.0,0.0,2.0,0.0,-331796.00000001001,-4858702.8571428545,300.008037593,5,1000,10,0,-6490280,23.872555,-6844,-12980560,24.547737
batch0812_nc,2687026.784,2687026.682,min,2687026.7846137383,-inf,0,4.581307736225426,,0.0,0.0,0.0,0.0,0.0,0.0,2707562.1669900334,2692789.6912496556,6.137644110247493,0.7689247597008944,0.5076939389109612,0.2612308207899332,3.0,7.0,2.0,3.0,2.0,2707562.1669900334,2707562.1669900334,6.198406057432294,0.5348189575597644,0.2374103339388966,0.2974086236208677,4.0,4.0,0.0,4.0,0.0,2687026.7795078037,747572.16962811037,0.281014598,2,0020,00,2687026.7842490394,2661286.039083969,0.056517,2687608.737682776,2671240.865929062,0.586496
batch_nc,285506.5082,285506.5055,min,285506.50824410125,-inf,0,0.4725617365911603,,0.0,0.0,0.0,0.0,0.0,0.0,285506.5078974896,282907.1143571367,0.045402878895401955,0.0644325464963913,0.0476427301764488,0.0167898163199424,2.0,2.0,0.0,2.0,1.0,285506.5078974896,285506.5078974896,0.05779289733618498,0.1180630857124924,0.0952270403504371,0.0228360453620553,3.0,4.0,1.0,3.0,0.0,285506.50789399678,60414.183888101063,0.325736433,4,00160,00,285506.50824420404,248277.5951343521,0.074538,45958.30594200607,187265.7473530618,0.074482
beuster,116329.6706,105174.3544,min,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,inf,inf,,,,,116679.30503821943,102223.7275034091,300.070304,121407.0677900762,26150.58858222479,300.594269
casctanks,9.163479388,9.163320096,min,9.163479388154078,-inf,0,5.429148741997778,,0.0,0.0,0.0,0.0,0.0,0.0,9.163479254022509,9.162553091745933,0.9679973535239697,8.204104303382337,0.7960956757888198,7.408008627593517,3.0,4.0,0.0,3.0,2.0,9.163479254022509,9.163479254022507,0.9817389138042927,10.625150615349412,0.7598452288657427,9.86530538648367,4.0,4.0,0.0,4.0,0.0,9.1634771241568842,-691.36200000000088,11.58233486,31,0060,00,9.175195048783587,8.71331184903526,8.21906,251.36999999999983,-25.30211618885688,8.223557000000001
case_1scv2,7888.565553,68936.95381,max,-inf,inf,,,,,,,,,,-inf,inf,,,,,,,,,,-inf,inf,,,,,,,,,,inf,inf,,,,,0,283192535946.0596,300.034456,0,100000000000000000000,300.188103
cecil_13,-115656.4997,-115656.4999,min,-115590.9583152236,-inf,0,100.12508527934553,,0.0,0.0,0.0,0.0,0.0,0.0,-94766.4240259945,-94766.4240259945,19.98258944414556,17.97437811549753,1.5690571209415791,16.40532099455595,3.0,8.0,0.0,3.0,2.0,-93423.01940163152,-93423.01940163152,2.956201164983213,14.576389390043914,0.9747952092438936,13.60159418080002,3.0,5.0,0.0,3.0,0.0,-109846.90821602551,-394662.08555510978,12.206425011,9,0090,00,-115656.49967726362,-116529.835732604,0.234122,-115599.88200425093,-116744.3963219905,11.92143
chp_partload,23.29810754,20.54512031,min,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,1.7976931348623157e+308,-1.7976931348623157e+308,0.34989357000000004,0,0000,00,24.72378794608463,24.72378794608463,211.001851,20.000000000000064,20.34326782333753,300.060903
chp_shorttermplan1a,214.8424432,214.8391477,min,inf,inf,,,,,,,,,,216.95649074295656,229.1982058115727,326.03909911680967,258.5178948426619,93.22585907392204,165.29203576873988,18.0,19.0,17.0,18.0,2.0,inf,inf,,,,,,,,,,341.39631950736441,214.83884562385037,314.857077215,52,210260,00,215.15062929946527,213.3998638009695,0.482533,214.84244076495665,214.165028373058,4.011031
chp_shorttermplan1b,254.1369842,252.5733089,min,273.29553626133503,-inf,0,188.54513915721327,,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,1.7976931348623157e+308,242.46649893752445,399.62228545799996,10,1000,00,254.31387630636726,251.7955709083296,72.80466299999999,254.7543090298271,245.9750710062522,300.14184500000005
chp_shorttermplan2a,245800.4121,245800.185,min,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,1.7976931348623157e+308,245798.27782795276,302.820010759,13,1060,00,245800.4120549142,243342.6723282869,8.350012999999999,246754.89821264337,244406.9051610935,20.662089
chp_shorttermplan2b,-162735.1963,-162751.4698,min,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,1.7976931348623157e+308,-1589950.0455156597,400.727989484,13,1030,00,-162707.95528553068,-164313.2358190779,5.532441,-162735.19683535126,-163217.0151396463,245.063471
chp_shorttermplan2c,,415236.6569,min,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,1.7976931348623157e+308,-1.7976931348623157e+308,299.929552699,0,1000,00,0,418275.421893861,300.053157,inf,inf,
chp_shorttermplan2d,481837.5709,468312.2133,min,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,1.7976931348623157e+308,-1605822.0139053906,93.809209337,1,0010,00,486972.1318359346,475561.6609468303,300.061589,inf,inf,
contvar,809149.8272,560271.2759,min,809149.827231915,-inf,0,7.983346346765757,,0.0,0.0,0.0,0.0,0.0,0.0,809679.594933076,769976.8599442414,1.4889185409992933,302.4181792559102,130.3466173587367,172.07156189717352,117.0,534.0,0.0,6.0,116.0,809149.8125599765,769976.8599442414,1.4346316987648606,301.6619387641549,108.76119018997996,192.9007485741749,117.0,185.0,0.0,117.0,0.0,809149.82699357404,356430.18400536058,307.501310858,50,210480,00,828200.6680749236,489964.4487510124,300.03414300000003,815991.8207514299,393865.116842441,300.21776900000003
csched1,-30639.25785,-30639.25788,min,-30639.25784500347,-inf,0,0.7628512671217322,,0.0,0.0,0.0,0.0,0.0,0.0,-29279.1675994476,-29279.1675994476,0.1095280796289444,0.2294225022196769,0.0490129878744483,0.1804095143452286,2.0,2.0,0.0,2.0,1.0,-29279.1675994476,-29279.1675994476,0.16692427825182676,0.2166597237810492,0.0466034673154354,0.1700562564656138,2.0,2.0,0.0,2.0,0.0,1.7976931348623157e+308,-321528006.44902003,0.151131803,2,0020,00,-30639.25784498593,-30924.18466667764,0.208395,-29706.91469338019,-46836.17963830941,0.240055
csched1a,-30430.17682,-30430.177,min,-30430.17681720932,-inf,0,0.1032192185521125,,0.0,0.0,0.0,0.0,0.0,0.0,-30279.747114268284,-30279.747114268284,0.03906537406146526,0.0304867895320057,0.0168957253918051,0.0135910641402006,2.0,2.0,0.0,2.0,1.0,-30279.747114268284,-30279.747114268284,0.05719371512532234,0.0435698190703988,0.0234227869659662,0.0201470321044325,2.0,2.0,0.0,2.0,0.0,-30279.74713313461,-1.7976931348623157e+308,0.10012557100000001,3,0030,00,-29885.270993199236,-32042.86921121677,0.039958,-29279.167592814803,-40075.4311210159,0.040496
csched2,-166101.9964,-229195.8069,min,-166012.33326514624,-inf,0,7.539800497703254,,0.0,0.0,0.0,0.0,0.0,0.0,-158092.77551309433,-166247.12660587113,3.398980651050806,303.3065774748102,106.6853821091354,196.6211953656748,125.0,438.0,0.0,2.0,124.0,-162999.36640374913,-162999.36640374913,5.92843197658658,302.1197526939213,20.92362556513399,281.19612712878734,107.0,199.0,0.0,107.0,0.0,1.7976931348623157e+308,-682400764.42573082,3.1972815359999998,3,0030,00,-165977.6547105573,-166697.0282865502,65.81482100000001,-142167.5823182732,-89358237.55742033,300.105436
csched2a,-165398.7013,-303731.3272,min,-165398.70127030613,-inf,0,3.2011539470404387,,0.0,0.0,0.0,0.0,0.0,0.0,-159335.47548022488,-160480.64715678408,0.45260534528642893,92.92157500702888,24.382653114385903,68.53892189264297,101.0,229.0,0.0,6.0,100.0,-157780.39458384056,-157780.39458384056,0.4254341162741184,3.040358397178352,0.3277927823364734,2.7125656148418784,6.0,6.0,0.0,6.0,0.0,-143497.09803580091,-1.7976931348623157e+308,0.729106179,9,0090,00,-165202.31129133262,-166807.8322717216,3.839089,-160784.67117711817,-678015.0425648544,93.108819
deb10,209.4278116,0.0,min,209.4278116227736,-inf,0,0.7225171653553843,,0.0,0.0,0.0,0.0,0.0,0.0,209.42774290705364,209.42774290705364,0.425332548096776,0.5096769658848643,0.3192899823188782,0.1903869835659861,2.0,2.0,0.0,2.0,1.0,209.42774290705364,209.42774290705364,0.4005478974431753,0.5055431202054024,0.262176307849586,0.2433668123558163,2.0,2.0,0.0,2.0,0.0,1.7976931348623157e+308,0,301.455911051,30,10300,00,0,-3.154809746774845e-12,0.5220779999999999,0,0,0.527217
deb6,201.7393049,0.0,min,201.73930494194184,-inf,0,179.72516074124724,,0.0,0.0,0.0,0.0,0.0,0.0,201.7392614417501,200.82556734649302,1.844790835864842,16.880395574495196,9.65818564593792,7.222209928557277,5.0,16.0,1.0,3.0,4.0,204.92218457402748,204.92218457402748,1.795025666244328,5.852737374603748,2.726943419314921,3.1257939552888274,2.0,5.0,0.0,2.0,0.0,1.7976931348623157e+308,-1.7976931348623157e+308,0.05044913000000001,0,0000,00,0,0,16.904719,241.7819520760059,0,16.918616
deb7,116.5845592,0.0,min,116.58455919818054,-inf,0,112.78297150600702,,0.0,0.0,0.0,0.0,0.0,0.0,118.80932417703326,118.80932417703326,4.826902248896658,301.18839392159134,286.4973514555022,14.69104246608913,9.0,36.0,25.0,3.0,8.0,186.0822982964665,78053973353382.95,4.581078206188977,132.99984181579202,126.31153609976172,6.6883057160303,2.0,3.0,0.0,2.0,0.0,1.7976931348623157e+308,0,122.74011378899999,10,0090,00,0,0,300.040372,0,0,300.073247
deb8,116.5845592,0.0,min,inf,inf,,,,,,,,,,116.58353464182836,111.72908251299263,5.004240185022354,288.51620579790324,269.58102715574205,18.93517864216119,5.0,13.0,2.0,4.0,3.0,8694.312130861115,19822.40187654518,4.692365577444434,132.47089101746678,125.85204245429486,6.618848563171923,2.0,3.0,0.0,2.0,0.0,1.7976931348623157e+308,0,299.866137706,9,1090,00,0,0,288.54930499999995,4370.379534860564,0,288.595511
deb9,116.5845592,0.0,min,116.58455919817204,-inf,0,121.09427274763584,,0.0,0.0,0.0,0.0,0.0,0.0,120.49059750714038,120.49059750714038,4.529023396782577,306.5513692051172,291.3919886732474,15.159380531869829,11.0,32.0,19.0,3.0,10.0,176.08229830649017,59122424379007.59,4.501568766310811,132.5072804428637,125.68379788193852,6.823482560925186,2.0,3.0,0.0,2.0,0.0,1.7976931348623157e+308,0,299.861217003,8,1080,00,0,0,300.040282,0,0,300.067715
eg_all_s,7.657752093,0.0,min,7.920182225267012,-inf,0,143.86574111599475,,0.0,0.0,0.0,0.0,0.0,0.0,9.147066204487247,9.147065211997539,16.96657457202673,40.58127482794225,39.86442726198584,0.7168475659564137,5.0,10.0,4.0,3.0,4.0,10.04429732518039,10.04429732518039,16.491016443818808,26.02044155355543,25.520104588009417,0.5003369655460119,3.0,8.0,2.0,3.0,0.0,9.772046881874104,-65370089487505.109,59.348753407000004,8,00100,00,0,10000000000000000159028911097599180468360808563945281389781327557747838772170381060813469985856815104,1.628489,9.409920621571484,-2.957611046798416,40.937119
eg_disc2_s,5.64210058,-5.225776378,min,5.642100580010765,-inf,0,55.95327541790903,,0.0,0.0,0.0,0.0,0.0,0.0,5.642100351878204,5.589901357189715,19.547343376092613,32.63154142629355,31.97166272159666,0.6598787046968937,5.0,10.0,0.0,3.0,4.0,5.642100351878204,5.589901357189715,18.932613940909505,22.16285714134574,21.51699949335307,0.6458576479926705,4.0,7.0,0.0,4.0,0.0,5.6687213803093783,-65370089487505.023,299.524096371,28,210500,00,5.88669499573929,5.88669499573929,2.149826,6.707793556896435,-5.830469008507985,32.98836300000001
eg_disc_s,5.760539616,-0.2567667014,min,5.760539616534312,-inf,0,33.59424122329801,,0.0,0.0,0.0,0.0,0.0,0.0,5.760539611019829,5.760539611019829,19.80765334982425,19.2360126208514,18.853050659410652,0.382961961440742,3.0,3.0,1.0,2.0,2.0,5.760539611019829,5.760539611019829,19.754083847627044,8.966065809130669,8.493412201292813,0.4726536078378558,3.0,3.0,0.0,3.0,0.0,6.40892861745548,-65370089487505.109,75.815769894,7,0070,00,6.191829847658548,6.191829847658548,0.990536,7.958890077155712,-6.735042429923383,19.577811
eg_int_s,6.453103159,0.0,min,7.887243024242209,-inf,0,32.66708915028721,,0.0,0.0,0.0,0.0,0.0,0.0,7.887242853518402,7.887242853518402,18.230930158868432,212.66039921250197,210.461732105352,2.1986671071499586,21.0,23.0,19.0,3.0,20.0,8.026156090929875,5.5899013571896985,17.965584584511817,302.11994116101414,297.6774856299162,4.4424555310979486,24.0,24.0,22.0,24.0,0.0,8.3911466039674885,-65370089487504.992,300.225603449,28,210420,00,11.65415903480683,11.65415903480683,70.797798,7.463080259806354,-4.264312537531765,213.166469
eniplac,-132117.083,-132117.0,min,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,-127791.53735309266,-245835,2.182768725,26,00160,00,-131358.6828913684,-132341.9571801993,0.028997,-131989.3383945133,-132355.9779178333,0.332994
ex1221,7.667180069,7.667180069,min,7.667180068843457,-inf,0,0.0065502021461725,,0.0,0.0,0.0,0.0,0.0,0.0,7.667180068813135,7.667180061604739,0.24811408575624228,0.0219459934160113,0.0095116952434182,0.0124342981725931,2.0,2.0,0.0,2.0,0.0,7.667180068813135,7.667180061604739,0.03790911193937063,0.0248726289719343,0.0082492306828498,0.0166233982890844,2.0,2.0,0.0,2.0,0.0,7.6671800624164419,5.931112091313345,0.079492458,2,0020,00,7.667180068813135,7.667180068813131,0.009916,7.667180067881709,7.66718006788171,0.009952
ex1222,1.076543083,1.076543083,min,1.076543083352221,-inf,0,0.0176416141912341,,0.0,0.0,0.0,0.0,0.0,0.0,1.076543046303249,1.076543046303249,0.010887294076383114,0.0228531565517187,0.0095926551148295,0.0132605014368891,2.0,3.0,0.0,2.0,1.0,1.076543046303249,1.076543046303249,0.009515607729554176,0.0149794947355985,0.0071852812543511,0.0077942134812474,2.0,3.0,0.0,2.0,0.0,1.0765430413715027,0.099999999999999645,0.053349247,1,0010,00,1.0765430863333172,1.076543083332262,0.010732,1.076543081227798,1.076044595415122,0.0093239999999999
ex1224,-0.9434705,-0.9434705,min,-0.9434704999897898,-inf,0,0.0566505575552582,,0.0,0.0,0.0,0.0,0.0,0.0,-0.9049614980951736,-0.9049614980951736,0.014923002570867538,0.0407154681161046,0.0202031023800373,0.0205123657360672,3.0,3.0,0.0,2.0,2.0,-0.9049614980951736,-0.9049614980951736,0.012895428575575352,0.0273031452670693,0.0137110268697142,0.013592118397355,3.0,3.0,0.0,3.0,0.0,0,-0.99430989460000008,0.108919501,7,0070,00,-0.9434704979969407,-0.9479361306362163,0.018372,-0.9434705001561944,-0.9458042615463044,0.027271
ex1225,31.0,31.0,min,31.000000099999887,-inf,0,0.1269753649830818,,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,0.015137683600187302,0.0250381622463464,0.0096838334575295,0.0153543287888169,2.0,3.0,0.0,2.0,1.0,31.0,31.0,0.012908018194139004,0.0163452504202723,0.0068979682400822,0.00944728218019,2.0,3.0,0.0,2.0,0.0,34,27,0.087032669,3,0030,00,31,31,0.0111689999999999,31,31,0.01061
ex1226,-17.0,-17.0,min,-16.999999999933305,-inf,0,0.0082722958177328,,0.0,0.0,0.0,0.0,0.0,0.0,-17.000000002485578,-17.000000036229075,0.013444783166050911,0.0178383672609925,0.007864293642342,0.0099740736186504,2.0,2.0,0.0,2.0,0.0,-17.000000002485578,-17.000000036229075,0.011397349648177624,0.0148062380030751,0.0068040788173675,0.0080021591857075,2.0,2.0,0.0,2.0,0.0,-17.000000006644228,-21,0.072417782,2,0020,00,-17,-17.15131629947626,0.0112979999999999,-17,-17,0.0146089999999999
ex1233,155010.6713,154969.4416,min,155010.671278211,-inf,0,1.04265112336725,,0.0,0.0,0.0,0.0,0.0,0.0,155522.4621405268,154696.23662199397,0.04451083764433861,0.4471543943509459,0.3921021539717912,0.0550522403791546,3.0,9.0,0.0,3.0,2.0,193725.2631241977,193725.26312419772,0.04184149019420147,0.2144286856055259,0.1937701478600502,0.0206585377454757,2.0,6.0,0.0,2.0,0.0,191998.24483011843,0,0.8872249209999999,9,0090,00,155522.4621652505,114458.646914129,0.458102,197993.6517737857,88182.22592017637,0.4580869999999999
ex1243,83402.50641,83402.50638,min,83402.50641024708,-inf,0,2.071605824865401,,0.0,0.0,0.0,0.0,0.0,0.0,98519.01147805208,98519.01147805208,0.06268124934285879,0.4531663414090872,0.4194821948185563,0.0336841465905308,2.0,6.0,0.0,2.0,1.0,98519.01147805208,98519.01147805208,0.06591217685490847,0.924679015763104,0.8818726986646652,0.0428063170984387,3.0,10.0,1.0,3.0,0.0,129301.61691396052,0,0.266458437,3,0030,00,83402.50641025591,83402.3612041677,0.084324,191461.69809445448,54904.51841176464,0.464343
ex1244,82042.90522,82042.90522,min,inf,inf,,,,,,,,,,82042.90520973454,82042.90468407195,0.10191655345261097,1.4155836747959256,1.152011384256184,0.2635722905397415,6.0,12.0,1.0,3.0,5.0,83596.30939258184,83596.30939258184,0.09166657831519842,0.5678823422640562,0.4845937211066484,0.0832886211574077,2.0,3.0,1.0,2.0,0.0,83989.233623760752,0,0.495891046,4,0040,00,82042.90522137925,82042.90522137923,0.1265849999999999,82042.90521883115,74224.81310197574,1.426205
ex1252,128893.741,128893.741,min,128893.74101352728,-inf,0,0.8371294299140573,,0.0,0.0,0.0,0.0,0.0,0.0,134471.56050035323,134469.61446722626,0.04385185521095991,0.5052291797474027,0.4279882712289691,0.0772409085184335,7.0,15.0,11.0,3.0,6.0,152875.4587936626,152875.4587936626,0.06957078259438276,0.1372280670329928,0.1121515538543462,0.0250765131786465,4.0,6.0,1.0,4.0,0.0,134263.58531364441,0,0.838254022,8,00180,00,131639.7275057997,91756.14720626464,0.5148170000000001,164074.34822907543,6329.029999998398,0.5173279999999999
ex1252a,128893.741,128893.741,min,inf,inf,,,,,,,,,,134471.5605003532,134471.5605003532,0.03243807889521122,0.2415418419986963,0.1751253986731171,0.0664164433255791,6.0,11.0,6.0,4.0,5.0,151115.72989099473,151115.72989099473,0.03767117578536272,0.1206509796902537,0.0936076268553733,0.0270433528348803,5.0,8.0,3.0,5.0,0.0,134263.58531364441,0,0.8065705409999999,8,00180,00,134471.56041876134,41336.27886904571,0.250836,134260.45170740076,30056.57102867827,0.2517689999999999
ex3pb,68.00974405,68.009743,min,68.00974405134998,-inf,0,0.0865975655615329,,0.0,0.0,0.0,0.0,0.0,0.0,68.00974395350963,68.00945021773434,0.026202495209872723,0.3800043351948261,0.2361539360135793,0.1438503991812467,9.0,28.0,0.0,3.0,8.0,76.41938488690214,891.0779366049213,0.029478357173502445,0.0398028353229165,0.0290010245516896,0.0108018107712268,2.0,4.0,0.0,2.0,0.0,68.009741341451274,68.009741341451274,66.61244118,91,00920,00,68.671799605337,67.99069468901536,0.013616,68.00981902418002,68.00139619291019,0.045518
feedtray,-13.40599772,-65.57031214,min,-13.40599772443425,-inf,0,0.0435003740713,,0.0,0.0,0.0,0.0,0.0,0.0,-13.406005537297986,-13.406005549279207,0.25339513923972845,0.2406095508486032,0.1404262585565447,0.1001832922920584,2.0,2.0,0.0,2.0,0.0,-13.406005537297986,-13.406005549279207,0.2389031695201993,0.2042248984798789,0.1148682562634348,0.089356642216444,2.0,2.0,0.0,2.0,0.0,1.7976931348623157e+308,-68.684210523315755,39.196258059,1,0010,00,-37.5,-68.6842105263158,0.278654,-37.5,-68.68421052631578,0.256125
fin2bb,9.142584466e-12,0.0,min,1.8180472852092725e-08,-inf,0,235.94691559765488,,0.0,0.0,0.0,0.0,0.0,0.0,9.735257085812623e-17,1.5259023990765456e-15,4.415280663408339,23.42244021128863,14.898566447198393,8.52387376409024,3.0,4.0,0.0,3.0,0.0,9.735257085812623e-17,1.5259023990765456e-15,4.249309620819986,17.745857023634017,10.627854493446648,7.118002530187368,3.0,4.0,0.0,3.0,0.0,0,0,27.150379983,13,00330,00,729.7671327787558,-1.13686837721616e-13,23.438287,0,0,23.438885
fuzzy,-0.5376997537,,min,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,inf,inf,,,,,inf,inf,,inf,inf,
gams02,89466860.66,87127954.23,min,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,1.7976931348623157e+308,1164.8517793359251,15.800067153,2,0020,00,99281383.35356255,58932599.23843855,300.077711,0,1140100.776951373,300.030727
gams04,418052.4345,418128.0626,max,-inf,inf,,,,,,,,,,-inf,inf,,,,,,,,,,-inf,inf,,,,,,,,,,-1.7976931348623157e+308,431807.64514266851,17.145243483,2,0020,00,417790.3657230452,418284.5900716535,1.114185,inf,inf,
gasnet,6999381.562,6417617.349,min,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,1.7976931348623157e+308,-1.7976931348623157e+308,0.022947833,0,0000,00,7010894.437078356,2768773.912077071,300.312764,7125977.72383885,1523293.446791556,300.013614
gastrans,89.08584,89.08584,min,89.0858400001195,-inf,0,0.0464552333578467,,0.0,0.0,0.0,0.0,0.0,0.0,89.08583979013146,89.08583978999103,0.09861327707767487,0.3052194509655237,0.2051747515797615,0.1000446993857622,2.0,2.0,0.0,2.0,0.0,89.08583979013146,89.08583978999103,0.10527458135038614,0.3484599366784096,0.2062118295580148,0.1422481071203947,2.0,2.0,0.0,2.0,0.0,inf,inf,,,,,89.08584001399602,89.08583999999979,0.021252,89.08583982513998,89.08583982514001,0.042232
gastrans040,0.0,0.0,min,inf,inf,,,,,,,,,,0.0,0.0,0.6618129182606936,1.3912679683417082,0.3652489678934216,1.0260190004482863,2.0,4.0,0.0,2.0,1.0,0.0,0.0,0.6660685734823346,1.9831591062247755,0.4123997772112489,1.5707593290135264,2.0,4.0,0.0,2.0,0.0,0,0,1.215458783,1,0010,00,0,0,1.402846,0,0,0.156143
gastrans135,0.0,0.0,min,inf,inf,,,,,,,,,,0.0,0.0,9.136629574932158,75.91542536765337,63.97616951260716,11.939255855046213,2.0,4.0,1.0,2.0,1.0,0.0,0.0,9.543766278773546,80.01376013085246,64.17558228224516,15.838177848607302,2.0,4.0,1.0,2.0,0.0,1.7976931348623157e+308,0,93.595652115,9,00130,00,0,0,75.944743,0,0,75.963044
gastrans582_cold13,0.0,0.0,min,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,inf,inf,,,,,,,,,,1.7976931348623157e+308,0,250.617973657,18,00180,00,0,0,66.66377700000001,0,0,300.15983800000004
