id,path,obj,dual_obj,load_time,calc_time,solver_time,python_time,iter_nr,NLP_runs,FNLP_runs,MIQP_runs,MILP_runs
0,batch.nl,309205.3192681313,309205.3192681313,6.458722054958344e-07,0.10786059405654669,0.06828686548396945,0.03957372857257724,4,6,0,4,0
1,batch0812.nl,3109204.8076459332,3109204.8076459332,0.11852244893088937,0.2396503109484911,0.13966835848987103,0.09998195245862007,2,3,1,2,0
2,batchdes.nl,167427.65337972456,167427.65337972456,0.0495333899743855,0.038022817112505436,0.02007198240607977,0.017950834706425667,3,3,0,3,0
3,batchs101006m.nl,769440.4053867864,769440.4053867864,1.056818360928446,4.607344736345112,2.300025428645313,2.3073193076997995,4,7,2,4,0
4,batchs121208m.nl,1251917.4517096377,1251917.4517096377,2.475311509799212,5.260880885180086,2.514208581764251,2.746672303415835,2,4,0,2,0
5,batchs151208m.nl,1555163.0877867392,1555163.0877867392,2.9143717577680945,6.126061568967998,3.1323251081630588,2.9937364608049393,2,5,0,2,0
6,batchs201210m.nl,2316313.9250678536,2316313.9250678536,5.005924377124757,11.157184932846576,6.797233325429261,4.359951607417315,2,5,0,2,0
7,clay0203hfsg.nl,42098.8448576447,42098.8448576447,0.18930838722735643,1.5933377989567816,1.2213839022442698,0.3719538967125118,4,16,11,4,0
8,clay0204hfsg.nl,6544.999962762632,6544.986165103981,0.2456322298385203,1.573865200392902,1.4100102209486067,0.16385497944429517,2,6,3,2,0
9,clay0205hfsg.nl,8092.4999566980405,8092.4999566980405,0.4529141276143491,3.9078770778141916,3.15337343653664,0.7545036412775517,2,6,0,2,0
10,clay0303hfsg.nl,28351.419449595523,829073019.9405603,0.18886080896481872,2.0720864362083375,1.765910925809294,0.30617551039904356,4,16,12,4,0
11,clay0304hfsg.nl,40262.38749393643,40262.38749393643,0.33394589088857174,9.159711321815848,7.8617872088216245,1.2979241129942238,7,31,26,7,0
12,clay0305hfsg.nl,8092.4999566980505,8092.499956698056,0.5828543631359935,3.78509820997715,3.227375190705061,0.557723019272089,2,6,0,2,0
13,cvxnonsep_normcon20.nl,-21.7491473846331,-21.206736409237497,0.05930530419573188,0.020623264368623495,0.009261101018637419,0.011362163349986076,2,2,0,2,0
14,cvxnonsep_normcon30.nl,-34.22751206702149,-32.94923150649154,0.03796338057145476,0.024357996881008148,0.011164977215230465,0.013193019665777683,2,2,0,2,0
15,cvxnonsep_normcon40.nl,-32.6296697474825,-30.01776320665603,0.05834452295675874,0.03021378256380558,0.014467522501945496,0.015746260061860085,2,2,0,2,0
16,cvxnonsep_nsig20.nl,80.94929465741761,83.05661371610702,0.03387732710689306,0.021072174422442913,0.00968268234282732,0.011389492079615593,2,2,0,2,0
17,cvxnonsep_nsig20r.nl,80.94927862502492,80.81581789826072,0.022967477794736624,0.022599241230636835,0.008881871588528156,0.013717369642108679,2,2,0,2,0
18,cvxnonsep_nsig30.nl,130.65033700034454,133.5763959708664,0.051426392048597336,0.027438702061772346,0.013991232495754957,0.01344746956601739,2,2,0,2,0
19,cvxnonsep_nsig30r.nl,156.4266167111624,156.2343211644331,0.03464382095262408,0.027063746005296707,0.009818996768444777,0.01724474923685193,2,2,0,2,0
20,cvxnonsep_nsig40.nl,133.96132894832803,135.39798878198906,0.08427723404020071,0.03327874839305878,0.01661293674260378,0.016665811650454998,2,2,0,2,0
21,cvxnonsep_nsig40r.nl,133.96126813632867,133.74488859965595,0.05740934796631336,0.055051561910659075,0.01399401668459177,0.041057545226067305,2,2,0,2,0
22,cvxnonsep_pcon20.nl,-21.469437905707228,-21.629610239291953,0.042578089982271194,0.024552449118345976,0.013397286646068096,0.01115516247227788,2,2,0,2,0
23,cvxnonsep_pcon20r.nl,-21.46943786371748,-21.62961019921222,0.02613669913262129,0.02496375096961856,0.009932490065693855,0.015031260903924704,2,2,0,2,0
24,cvxnonsep_pcon30.nl,-35.947546900386875,-36.15628296632238,0.04393399693071842,0.028380576986819506,0.014706135261803865,0.01367444172501564,2,2,0,2,0
25,cvxnonsep_pcon30r.nl,-35.94754683755864,-36.15628290478362,0.038057319819927216,0.02876461111009121,0.010676533449441195,0.018088077660650015,2,2,0,2,0
26,cvxnonsep_pcon40.nl,-46.57800468535515,-46.78238836479686,0.06734526809304953,0.0349715668708086,0.01888020196929574,0.01609136490151286,2,2,0,2,0
27,cvxnonsep_pcon40r.nl,-46.57800460368898,-46.78238828198824,0.060420210007578135,0.12934336112812161,0.018845059908926487,0.11049830121919513,2,2,0,2,0
28,cvxnonsep_psig20.nl,93.81138766483134,93.73708927503992,0.05039046797901392,0.02369811199605465,0.011582877486944199,0.01211523450911045,2,2,0,2,0
29,cvxnonsep_psig20r.nl,95.89739532923831,95.80647949893087,0.025542163755744696,0.023842410650104284,0.009546519257128239,0.014295891392976046,2,2,0,2,0
30,cvxnonsep_psig30.nl,79.00237822815792,78.74479813452173,0.02996657509356737,0.025050236843526363,0.012644430622458458,0.012405806221067905,2,2,0,2,0
